trial,exp,algorithm,corpus_size,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
1,I,Combined,3190,1%,0.99,1.01,1.0,10,How Phytates Fight Cancer Cells,1.0,1.0,1.6434,0.001523,11550
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.0253,0.001259,10358
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.000776,11380
1,I,Combined,3190,1%,0.99,1.01,1.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.8867,0.000183,13077
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Testing Turmeric on Smokers,1.0,1.0,2.0253,0.000444,11536
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.8867,0.000416,9498
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.8344,0.001643,10477
1,I,Combined,3190,1%,0.99,1.01,1.0,10,What is ‘Meat Glue’?,1.0,1.0,2.3026,0.001417,10046
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.164,0.000691,10033
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6434,0.002093,9444
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.8344,0.001095,8901
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.8344,0.001125,9290
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.0253,0.006846,10880
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.973,0.000327,10496
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.6094,0.001126,9736
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.973,0.000324,8774
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,2.0253,0.000601,9685
1,I,Combined,3190,1%,0.99,1.01,1.0,10,The Reversal on Fish Oil,1.0,1.0,1.8867,0.00102,9097
1,I,Combined,3190,1%,0.99,1.01,1.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,2.164,0.00017,8688
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,2.0253,0.001072,29558
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.6957,0.0038,21168
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.8867,0.004955,19754
1,I,Combined,3190,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,2.0253,0.003809,13923
1,I,Combined,3190,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.7481,0.002232,12756
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.7481,0.002262,12371
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.8867,0.000843,13699
1,I,Combined,3190,10%,0.9,1.1,10.0,10,How Contaminated Are Our Children?,1.0,1.0,2.164,0.000152,12751
1,I,Combined,3190,10%,0.9,1.1,10.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,0.9999,2.0253,0.00035,11739
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9999,1.8344,0.000449,12060
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,2.164,0.000343,11125
1,I,Combined,3190,10%,0.9,1.1,10.0,10,How Phytates Fight Cancer Cells,0.9,0.9451,1.4708,0.00144,12213
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.164,0.001191,10561
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9448,2.164,0.000752,11319
1,I,Combined,3190,10%,0.9,1.1,10.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.8867,0.000206,11464
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Testing Turmeric on Smokers,1.0,0.9999,2.164,0.000451,11402
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,2.0253,0.000403,11527
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Slowing Cognitive Decline with Berries,1.0,0.9999,1.8344,0.001629,10866
1,I,Combined,3190,10%,0.9,1.1,10.0,10,What is ‘Meat Glue’?,1.0,1.0,2.164,0.001396,10938
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.164,0.00068,12335
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6434,0.002136,11014
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9438,1.6434,0.001052,11541
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.8344,0.001103,9859
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Orange Aromatherapy for Anxiety,0.9,0.9559,2.0253,0.006693,10705
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.973,0.000324,10351
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.6094,0.001101,10556
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.0253,0.0003,9951
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,2.164,0.000592,11022
1,I,Combined,3190,10%,0.9,1.1,10.0,10,The Reversal on Fish Oil,1.0,0.9999,1.8867,0.000998,9541
1,I,Combined,3190,10%,0.9,1.1,10.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9997,2.164,0.000173,10280
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9984,2.164,0.001015,22176
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9502,2.0253,0.003537,21953
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,1.8344,0.004389,20195
1,I,Combined,3190,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,2.164,0.003424,19451
1,I,Combined,3190,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9994,2.164,0.001922,12128
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9998,2.0253,0.001877,10192
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.6957,0.000772,13202
1,I,Combined,3190,30%,0.7,1.3,30.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.000114,11591
1,I,Combined,3190,30%,0.7,1.3,30.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,0.9997,2.0253,0.000279,11056
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9999,2.0253,0.000467,11424
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9998,1.8867,0.000346,9361
1,I,Combined,3190,30%,0.7,1.3,30.0,10,How Phytates Fight Cancer Cells,0.9,0.9451,1.6434,0.001381,10811
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9999,2.0253,0.001271,10404
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,0.9996,2.164,0.00069,9782
1,I,Combined,3190,30%,0.7,1.3,30.0,10,How Curry Can Kill Cancer Cells,1.0,0.9995,2.164,0.000146,12700
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Testing Turmeric on Smokers,0.9,0.9435,2.0253,0.000432,11552
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9414,1.973,0.000398,9114
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.973,0.001349,11693
1,I,Combined,3190,30%,0.7,1.3,30.0,10,What is ‘Meat Glue’?,0.9,0.9516,2.164,0.001427,12079
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.164,0.000548,11410
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6094,0.001831,11061
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Cancer?,0.8,0.8806,1.6957,0.000945,11454
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6957,0.00103,10605
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Orange Aromatherapy for Anxiety,0.9,0.9559,2.164,0.006205,11327
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,2.0253,0.00029,10342
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9999,1.8344,0.001067,10097
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.3026,0.000288,10916
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.5571,0.0005,10891
1,I,Combined,3190,30%,0.7,1.3,30.0,10,The Reversal on Fish Oil,1.0,1.0,1.8867,0.001018,9070
1,I,Combined,3190,30%,0.7,1.3,30.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9996,1.8867,0.00017,9351
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9999,2.3026,0.000852,19469
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9509,1.8344,0.002709,17557
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,1.8344,0.003198,17910
1,I,Combined,3190,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,0.9999,2.164,0.002616,11574
1,I,Combined,3190,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9994,2.0253,0.001524,10460
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9986,2.3026,0.001665,11364
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Reducing Arsenic in Chicken and Rice,0.9,0.9468,1.6094,0.000486,10408
1,I,Combined,3190,50%,0.5,1.5,50.0,10,How Contaminated Are Our Children?,0.9,0.9411,2.164,0.000103,14588
1,I,Combined,3190,50%,0.5,1.5,50.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,0.9998,2.164,0.000166,18581
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9996,1.6957,0.000407,12273
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9991,1.973,0.00025,10293
1,I,Combined,3190,50%,0.5,1.5,50.0,10,How Phytates Fight Cancer Cells,0.9,0.9448,1.4185,0.001183,11736
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9999,2.3026,0.000901,12230
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9444,2.164,0.000343,10489
1,I,Combined,3190,50%,0.5,1.5,50.0,10,How Curry Can Kill Cancer Cells,1.0,0.9997,1.8344,0.000129,10931
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Testing Turmeric on Smokers,1.0,0.9997,2.0253,0.000192,11039
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9412,2.3026,0.000336,10617
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Slowing Cognitive Decline with Berries,0.9,0.948,2.0253,0.000821,11702
1,I,Combined,3190,50%,0.5,1.5,50.0,10,What is ‘Meat Glue’?,0.9,0.9514,2.0253,0.001111,11455
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Is Liquid Smoke Safe?,0.8,0.886,2.164,0.000449,10713
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,0.9988,1.6957,0.001491,9899
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9439,1.7481,0.000694,9546
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9999,1.6957,0.000538,10591
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.3026,0.004774,10016
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9398,2.0253,0.000266,9961
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.8867,0.000943,9934
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,0.9,0.9423,2.3026,0.000173,9595
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.8344,0.000374,11360
1,I,Combined,3190,50%,0.5,1.5,50.0,10,The Reversal on Fish Oil,1.0,0.9998,2.164,0.000796,9296
1,I,Combined,3190,50%,0.5,1.5,50.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9995,2.164,0.000168,8667
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,2.0253,0.000528,30531
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Using Diet to Treat Asthma and Eczema,0.8,0.8989,1.8867,0.001418,23046
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,1.6957,0.002211,14637
1,I,Combined,3190,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,0.9997,1.8344,0.001657,11481
1,I,Combined,3190,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9993,2.164,0.00099,12819
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9985,2.0253,0.00121,15747
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Reducing Arsenic in Chicken and Rice,0.9,0.9445,1.8344,0.000355,10532
1,I,Combined,3190,70%,0.3,1.7,70.0,10,How Contaminated Are Our Children?,0.9,0.9403,2.0253,0.0001,11172
1,I,Combined,3190,70%,0.3,1.7,70.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,0.9981,1.8344,0.000209,11668
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.9,0.9408,1.8867,0.000336,11770
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,0.9,0.9406,2.0253,0.000208,10430
1,I,Combined,3190,70%,0.3,1.7,70.0,10,How Phytates Fight Cancer Cells,0.9,0.943,1.6094,0.000843,11033
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9994,2.164,0.000593,10541
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Low Carb Diets Found to Feed Heart Disease,0.8,0.887,1.8867,0.00059,10394
1,I,Combined,3190,70%,0.3,1.7,70.0,10,How Curry Can Kill Cancer Cells,0.9,0.9292,1.8344,0.000104,10505
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Testing Turmeric on Smokers,1.0,0.9992,2.0253,0.000169,10719
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9409,2.3026,0.000216,9974
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Slowing Cognitive Decline with Berries,0.9,0.9479,2.0253,0.000742,10061
1,I,Combined,3190,70%,0.3,1.7,70.0,10,What is ‘Meat Glue’?,0.9,0.9496,1.8344,0.000682,11220
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Is Liquid Smoke Safe?,1.0,0.9989,2.164,0.00033,10757
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,0.9999,2.0253,0.000978,10479
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9429,1.4708,0.000611,9398
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9999,1.8867,0.000514,14650
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Orange Aromatherapy for Anxiety,0.9,0.9556,2.0253,0.002978,10570
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9989,2.164,0.000176,10185
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.9434,1.8344,0.000508,11407
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9999,2.0253,0.000177,9454
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Viral Food Poisoning from Pesticides?,1.0,0.999,2.164,0.000335,11094
1,I,Combined,3190,70%,0.3,1.7,70.0,10,The Reversal on Fish Oil,1.0,0.9996,2.0253,0.000488,11270
1,I,Combined,3190,70%,0.3,1.7,70.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9998,2.3026,5.5e-05,12656
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,2.0253,0.001116,32845
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.6957,0.003962,21046
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.8867,0.005018,20082
2,I,Combined,3190,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.8867,0.003889,16248
2,I,Combined,3190,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.7481,0.002246,11761
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,2.0253,0.002328,10831
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.8344,0.000859,10582
2,I,Combined,3190,0%,1.0,1.0,0.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.000158,9663
2,I,Combined,3190,0%,1.0,1.0,0.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,2.0253,0.000334,9853
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,1.7481,0.000481,11002
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,2.164,0.000373,9970
2,I,Combined,3190,0%,1.0,1.0,0.0,10,How Phytates Fight Cancer Cells,1.0,1.0,1.6434,0.001512,9870
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.0253,0.001258,11362
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.000777,13622
2,I,Combined,3190,0%,1.0,1.0,0.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.8867,0.000184,11623
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Testing Turmeric on Smokers,1.0,1.0,2.164,0.00044,10233
2,I,Combined,3190,0%,1.0,1.0,0.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.8867,0.000412,9531
