trial,exp,algorithm,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,score_entropy,score_variance,score_distinct_count,enc_total_us
1,D,Noise,5%,0.95,1.05,5.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,2.0253,0.003628,10,22008
1,D,Noise,5%,0.95,1.05,5.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.0,1.8344,0.002093,10,16553
1,D,Noise,5%,0.95,1.05,5.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,0.9111,1.8867,0.000404,10,15196
1,D,Noise,5%,0.95,1.05,5.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,2.0253,0.001721,10,14149
1,D,Noise,5%,0.95,1.05,5.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.0,2.0253,0.001564,10,12509
1,D,Noise,5%,0.95,1.05,5.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.0,1.7481,0.003133,10,12868
1,D,Noise,5%,0.95,1.05,5.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,2.0253,0.009445,10,12743
1,D,Noise,5%,0.95,1.05,5.0,10,How Contaminated Are Our Children?,1.0,1.0,1.0,2.3026,0.00057,10,11474
1,D,Noise,5%,0.95,1.05,5.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,0.9556,1.3592,0.003278,10,12193
1,D,Noise,5%,0.95,1.05,5.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,1.0,1.8867,0.000877,9,12461
1,D,Noise,5%,0.95,1.05,5.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,0.9111,2.0253,0.000415,10,9898
1,D,Noise,5%,0.95,1.05,5.0,10,How Phytates Fight Cancer Cells,0.9,0.9399,0.9444,2.164,0.000342,10,10808
1,D,Noise,5%,0.95,1.05,5.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,0.9556,1.7481,0.001806,10,12508
1,D,Noise,5%,0.95,1.05,5.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,0.9111,2.0253,0.00035,9,11190
1,D,Noise,5%,0.95,1.05,5.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.0,1.8344,0.000688,9,12359
1,D,Noise,5%,0.95,1.05,5.0,10,Testing Turmeric on Smokers,1.0,1.0,0.9556,1.6094,0.003126,10,12059
1,D,Noise,5%,0.95,1.05,5.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,0.9111,1.4708,0.008055,10,12137
1,D,Noise,5%,0.95,1.05,5.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,2.164,0.002643,10,12159
1,D,Noise,5%,0.95,1.05,5.0,10,What is ‘Meat Glue’?,1.0,1.0,0.9556,2.0253,0.000909,10,11371
1,D,Noise,5%,0.95,1.05,5.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.0,1.8344,0.002069,10,11705
1,D,Noise,5%,0.95,1.05,5.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.0,1.8344,0.003286,10,10902
1,D,Noise,5%,0.95,1.05,5.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.0,1.6957,0.002838,10,12121
1,D,Noise,5%,0.95,1.05,5.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.0,1.8867,0.003959,10,13667
1,D,Noise,5%,0.95,1.05,5.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,2.0253,0.00314,10,13860
1,D,Noise,5%,0.95,1.05,5.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,0.9556,1.8344,0.003732,10,11614
1,D,Noise,5%,0.95,1.05,5.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,0.9111,1.8344,0.000284,10,10983
1,D,Noise,5%,0.95,1.05,5.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,2.3026,0.000681,10,10556
1,D,Noise,5%,0.95,1.05,5.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.0,1.973,0.001984,10,11442
1,D,Noise,5%,0.95,1.05,5.0,10,The Reversal on Fish Oil,1.0,1.0,0.9111,1.8867,0.000994,10,11065
1,D,Noise,5%,0.95,1.05,5.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.0,1.8344,0.001754,10,10749
1,D,Noise,10%,0.9,1.1,10.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,1.973,0.003543,10,14313
1,D,Noise,10%,0.9,1.1,10.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,0.9556,1.973,0.002057,10,12679
1,D,Noise,10%,0.9,1.1,10.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9998,0.8667,1.7481,0.000399,10,12363
1,D,Noise,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,2.164,0.001658,10,10784
1,D,Noise,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9997,0.9111,2.0253,0.001483,10,10769
1,D,Noise,10%,0.9,1.1,10.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,0.8667,1.7481,0.003175,10,11355
1,D,Noise,10%,0.9,1.1,10.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,2.0253,0.009362,10,12325
1,D,Noise,10%,0.9,1.1,10.0,10,How Contaminated Are Our Children?,1.0,1.0,0.9556,2.164,0.000586,10,11359
1,D,Noise,10%,0.9,1.1,10.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,0.9556,1.4979,0.003302,8,11583
1,D,Noise,10%,0.9,1.1,10.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9999,0.8222,1.6094,0.000828,8,11572
1,D,Noise,10%,0.9,1.1,10.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9999,0.8667,2.0253,0.0004,10,11406
1,D,Noise,10%,0.9,1.1,10.0,10,How Phytates Fight Cancer Cells,0.9,0.9398,0.9444,2.0253,0.000318,10,13476
1,D,Noise,10%,0.9,1.1,10.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,0.9556,1.7481,0.001728,10,13579
1,D,Noise,10%,0.9,1.1,10.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,0.9999,0.7778,1.6094,0.000329,9,12147
1,D,Noise,10%,0.9,1.1,10.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.9111,1.8344,0.000617,9,11842
1,D,Noise,10%,0.9,1.1,10.0,10,Testing Turmeric on Smokers,1.0,1.0,0.9556,1.4185,0.00305,10,10600
1,D,Noise,10%,0.9,1.1,10.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.0,1.4708,0.008152,10,11356
1,D,Noise,10%,0.9,1.1,10.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,2.3026,0.002849,10,11413
1,D,Noise,10%,0.9,1.1,10.0,10,What is ‘Meat Glue’?,1.0,1.0,1.0,1.6957,0.000931,10,11930
1,D,Noise,10%,0.9,1.1,10.0,10,Is Liquid Smoke Safe?,1.0,1.0,0.9556,1.8344,0.001961,10,11635
1,D,Noise,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,0.9111,1.8344,0.003314,10,11243
1,D,Noise,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,0.9556,1.6957,0.002798,10,11951
1,D,Noise,10%,0.9,1.1,10.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,0.9556,1.6957,0.003871,10,13365
1,D,Noise,10%,0.9,1.1,10.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,2.0253,0.003082,10,13828
1,D,Noise,10%,0.9,1.1,10.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.0,1.8867,0.003719,10,11955
1,D,Noise,10%,0.9,1.1,10.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9995,0.8667,1.6957,0.000298,9,12720
1,D,Noise,10%,0.9,1.1,10.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,2.3026,0.000724,10,12570
1,D,Noise,10%,0.9,1.1,10.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,0.9556,1.973,0.001824,10,11050
1,D,Noise,10%,0.9,1.1,10.0,10,The Reversal on Fish Oil,1.0,1.0,0.9556,2.164,0.000995,10,13321
1,D,Noise,10%,0.9,1.1,10.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,0.9556,1.8344,0.001705,10,12552
1,D,Noise,20%,0.8,1.2,20.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,0.9111,1.8867,0.003172,10,18896
1,D,Noise,20%,0.8,1.2,20.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,0.9111,2.0253,0.002114,10,16209
1,D,Noise,20%,0.8,1.2,20.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,0.9556,2.164,0.00043,10,13093
1,D,Noise,20%,0.8,1.2,20.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,0.9556,2.0253,0.001688,10,12540
1,D,Noise,20%,0.8,1.2,20.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9996,0.8667,2.0253,0.001492,10,13888
1,D,Noise,20%,0.8,1.2,20.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9999,0.8667,1.5048,0.002764,10,12497
1,D,Noise,20%,0.8,1.2,20.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,0.9556,2.0253,0.009511,10,12315
1,D,Noise,20%,0.8,1.2,20.0,10,How Contaminated Are Our Children?,0.9,0.9407,0.8333,2.164,0.000639,10,11211
1,D,Noise,20%,0.8,1.2,20.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.9,0.9418,0.6667,1.3592,0.003207,10,12140
1,D,Noise,20%,0.8,1.2,20.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9998,0.7778,1.6957,0.000851,9,12155
1,D,Noise,20%,0.8,1.2,20.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9999,0.8667,1.8344,0.000314,10,11758
1,D,Noise,20%,0.8,1.2,20.0,10,How Phytates Fight Cancer Cells,0.9,0.9398,0.8889,1.973,0.000377,10,12563
1,D,Noise,20%,0.8,1.2,20.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.8,0.8806,0.9286,1.8867,0.001651,10,11430
1,D,Noise,20%,0.8,1.2,20.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,0.9998,0.6444,1.973,0.000274,9,11326
1,D,Noise,20%,0.8,1.2,20.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.8667,2.0253,0.000608,9,11647
1,D,Noise,20%,0.8,1.2,20.0,10,Testing Turmeric on Smokers,1.0,0.9999,0.9111,1.6094,0.00318,10,13089
1,D,Noise,20%,0.8,1.2,20.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,0.9556,1.4708,0.00748,10,11656
1,D,Noise,20%,0.8,1.2,20.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,1.973,0.002474,10,11509
1,D,Noise,20%,0.8,1.2,20.0,10,What is ‘Meat Glue’?,0.9,0.9451,1.0,2.0253,0.000784,10,11553
1,D,Noise,20%,0.8,1.2,20.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.0,2.0253,0.001981,10,10777
1,D,Noise,20%,0.8,1.2,20.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9438,1.0,1.7481,0.003385,10,12038
1,D,Noise,20%,0.8,1.2,20.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9434,0.8889,1.8867,0.002625,10,11790
1,D,Noise,20%,0.8,1.2,20.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9995,0.8667,1.8867,0.003958,10,11913
1,D,Noise,20%,0.8,1.2,20.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,0.9556,2.0253,0.002992,10,10791
1,D,Noise,20%,0.8,1.2,20.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,0.9556,1.6957,0.003755,10,12213
1,D,Noise,20%,0.8,1.2,20.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.9357,0.6667,1.6434,0.000231,9,10926
1,D,Noise,20%,0.8,1.2,20.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9999,0.9556,2.0253,0.000636,10,11574
1,D,Noise,20%,0.8,1.2,20.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,0.9556,1.6957,0.001728,10,12278
1,D,Noise,20%,0.8,1.2,20.0,10,The Reversal on Fish Oil,1.0,0.9996,0.9556,2.0253,0.000943,10,12722
1,D,Noise,20%,0.8,1.2,20.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9999,0.9556,1.8344,0.001646,10,11686
1,D,Noise,30%,0.7,1.3,30.0,10,Breast Cancer Cells Feed on Cholesterol,0.9,0.9457,0.8889,1.8344,0.00287,10,24033
1,D,Noise,30%,0.7,1.3,30.0,10,Using Diet to Treat Asthma and Eczema,1.0,0.9999,0.8667,1.7481,0.001703,10,15907
1,D,Noise,30%,0.7,1.3,30.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9997,0.7778,2.164,0.000345,10,13824
1,D,Noise,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,0.9556,2.164,0.001558,10,13525
1,D,Noise,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,0.9556,2.0253,0.001473,10,12518
1,D,Noise,30%,0.7,1.3,30.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9996,0.7778,1.6094,0.002722,10,12184
1,D,Noise,30%,0.7,1.3,30.0,10,Reducing Arsenic in Chicken and Rice,1.0,0.9993,0.9556,2.0253,0.008096,10,10534
1,D,Noise,30%,0.7,1.3,30.0,10,How Contaminated Are Our Children?,0.9,0.9407,0.8333,1.8867,0.000507,10,11013
1,D,Noise,30%,0.7,1.3,30.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.7,0.8251,0.8095,1.6094,0.003207,10,12009
1,D,Noise,30%,0.7,1.3,30.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.8,0.8794,0.7143,1.8867,0.000812,9,12583
1,D,Noise,30%,0.7,1.3,30.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9989,0.7333,1.8867,0.000548,10,12165
1,D,Noise,30%,0.7,1.3,30.0,10,How Phytates Fight Cancer Cells,1.0,0.9999,0.8667,2.0253,0.00031,10,12489
1,D,Noise,30%,0.7,1.3,30.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9414,0.8889,1.6094,0.001653,10,10582
1,D,Noise,30%,0.7,1.3,30.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,0.9999,0.8222,2.164,0.000352,9,14520
1,D,Noise,30%,0.7,1.3,30.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.8667,2.0253,0.000486,9,12780
1,D,Noise,30%,0.7,1.3,30.0,10,Testing Turmeric on Smokers,0.9,0.937,0.8889,1.6094,0.002633,10,12775
1,D,Noise,30%,0.7,1.3,30.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.949,0.9444,1.6094,0.006909,10,13360
1,D,Noise,30%,0.7,1.3,30.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,0.9556,2.164,0.002415,10,13865
1,D,Noise,30%,0.7,1.3,30.0,10,What is ‘Meat Glue’?,1.0,1.0,1.0,2.3026,0.000768,10,13061
1,D,Noise,30%,0.7,1.3,30.0,10,Is Liquid Smoke Safe?,0.9,0.9399,0.8333,1.8344,0.001655,10,12639
1,D,Noise,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,0.9556,1.8344,0.002696,10,12222
1,D,Noise,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,0.9999,0.9111,1.6957,0.002076,10,11063
1,D,Noise,30%,0.7,1.3,30.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9995,0.8222,1.8344,0.003722,10,11296
1,D,Noise,30%,0.7,1.3,30.0,10,Orange Aromatherapy for Anxiety,1.0,0.9991,0.9111,1.8867,0.003051,10,11081
1,D,Noise,30%,0.7,1.3,30.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9999,0.8667,1.8867,0.003258,10,11781
1,D,Noise,30%,0.7,1.3,30.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.9389,0.7222,1.8867,0.000282,10,11260
1,D,Noise,30%,0.7,1.3,30.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9995,0.9556,2.0253,0.000624,10,11634
1,D,Noise,30%,0.7,1.3,30.0,10,Viral Food Poisoning from Pesticides?,0.9,0.9432,0.9444,1.6957,0.001819,10,12337
1,D,Noise,30%,0.7,1.3,30.0,10,The Reversal on Fish Oil,1.0,1.0,0.9556,2.164,0.000956,10,11902
1,D,Noise,30%,0.7,1.3,30.0,10,Are Multivitamins Just a Waste of Money?,0.9,0.9465,1.0,2.164,0.001597,10,12295
1,D,Noise,50%,0.5,1.5,50.0,10,Breast Cancer Cells Feed on Cholesterol,0.8,0.8844,0.7857,1.973,0.002433,10,19783
1,D,Noise,50%,0.5,1.5,50.0,10,Using Diet to Treat Asthma and Eczema,1.0,0.9998,0.7333,1.8867,0.001305,10,15047
1,D,Noise,50%,0.5,1.5,50.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,0.9556,2.0253,0.000339,10,15146
1,D,Noise,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,2.164,0.001492,10,12550
1,D,Noise,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Prevent Asthma,0.9,0.9422,0.7778,1.7481,0.001329,10,13175
1,D,Noise,50%,0.5,1.5,50.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.8,0.8754,0.9286,1.3592,0.002282,10,12335
1,D,Noise,50%,0.5,1.5,50.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,2.0253,0.006134,10,11406
1,D,Noise,50%,0.5,1.5,50.0,10,How Contaminated Are Our Children?,0.9,0.9384,0.9444,2.0253,0.000439,10,10955
1,D,Noise,50%,0.5,1.5,50.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.7,0.7945,0.7143,1.4185,0.002178,10,12045
1,D,Noise,50%,0.5,1.5,50.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.9,0.9345,0.8333,1.8867,0.000479,9,11724
1,D,Noise,50%,0.5,1.5,50.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,0.8,0.8722,0.4286,2.0253,0.000237,10,12608
1,D,Noise,50%,0.5,1.5,50.0,10,How Phytates Fight Cancer Cells,0.9,0.9376,0.7222,1.8344,0.000301,9,11027
1,D,Noise,50%,0.5,1.5,50.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.8,0.874,0.8571,2.0253,0.001179,10,12356
1,D,Noise,50%,0.5,1.5,50.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9366,0.2778,1.973,0.000103,9,12912
1,D,Noise,50%,0.5,1.5,50.0,10,How Curry Can Kill Cancer Cells,0.8,0.8455,0.7143,1.7481,0.000461,9,11402
1,D,Noise,50%,0.5,1.5,50.0,10,Testing Turmeric on Smokers,0.9,0.9399,0.9444,1.7481,0.002273,10,12841
1,D,Noise,50%,0.5,1.5,50.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,0.9995,0.6444,1.4979,0.005599,10,11630
1,D,Noise,50%,0.5,1.5,50.0,10,Slowing Cognitive Decline with Berries,0.9,0.9438,1.0,2.0253,0.001907,10,10859
1,D,Noise,50%,0.5,1.5,50.0,10,What is ‘Meat Glue’?,0.8,0.8866,0.8571,1.8867,0.000691,9,12399
1,D,Noise,50%,0.5,1.5,50.0,10,Is Liquid Smoke Safe?,0.9,0.9447,0.9444,2.0253,0.001261,10,10823
1,D,Noise,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9397,0.6111,1.6957,0.002423,10,11075
1,D,Noise,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Cancer?,0.8,0.8796,0.9286,1.6094,0.001882,10,12835
1,D,Noise,50%,0.5,1.5,50.0,10,Is buying organic worth it? A review of the science in new DVD,0.9,0.9487,0.8333,1.973,0.002833,10,12448
1,D,Noise,50%,0.5,1.5,50.0,10,Orange Aromatherapy for Anxiety,1.0,0.9984,0.7778,1.8867,0.002572,10,11624
1,D,Noise,50%,0.5,1.5,50.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9438,0.7222,1.8344,0.002651,10,12044
1,D,Noise,50%,0.5,1.5,50.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.8,0.8677,0.5,2.164,0.000179,10,10891
1,D,Noise,50%,0.5,1.5,50.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9998,0.8667,1.8344,0.000687,10,12595
1,D,Noise,50%,0.5,1.5,50.0,10,Viral Food Poisoning from Pesticides?,0.9,0.9431,0.8333,2.164,0.001318,10,11516
1,D,Noise,50%,0.5,1.5,50.0,10,The Reversal on Fish Oil,0.9,0.9383,0.7778,1.8344,0.000642,10,11504
1,D,Noise,50%,0.5,1.5,50.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9978,0.8222,2.0253,0.001389,10,11225
1,D,Noise,70%,0.3,1.7,70.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9996,0.9556,2.0253,0.001511,10,23541
1,D,Noise,70%,0.3,1.7,70.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9395,0.6667,1.6957,0.000953,10,17125
1,D,Noise,70%,0.3,1.7,70.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9971,0.6,2.0253,0.000231,10,14174
1,D,Noise,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Treat Asthma,0.9,0.9399,0.6667,1.8344,0.000872,10,13230
1,D,Noise,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Prevent Asthma,0.8,0.8755,0.9286,2.0253,0.000924,10,14199
1,D,Noise,70%,0.3,1.7,70.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.9,0.9441,0.7778,1.5048,0.001468,10,12921
1,D,Noise,70%,0.3,1.7,70.0,10,Reducing Arsenic in Chicken and Rice,1.0,0.9992,0.9111,1.8867,0.004054,10,13379
