trial,exp,algorithm,noise_min,noise_max,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,enc_embed_us,enc_encrypt_us,enc_search_us,enc_total_us,score_entropy,score_variance,score_distinct_count
1,A,Combined,0.9,1.1,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.0,8225,2,831,11854,2.0253,0.000381,10
1,A,Combined,0.9,1.1,10,How Phytates Fight Cancer Cells,0.9,0.9399,0.9444,7759,3,837,11880,2.0253,0.000337,10
1,A,Combined,0.9,1.1,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9415,1.0,7593,2,859,11134,1.6094,0.001748,9
1,A,Combined,0.9,1.1,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,0.8667,6711,2,836,10682,1.7481,0.000337,9
1,A,Combined,0.9,1.1,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.9556,8870,3,838,12967,1.3592,0.000689,9
1,A,Combined,0.9,1.1,10,Testing Turmeric on Smokers,1.0,1.0,0.9111,9020,2,847,12859,1.6094,0.003201,10
1,A,Combined,0.9,1.1,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.0,8204,2,850,12702,1.6094,0.00791,10
1,A,Combined,0.9,1.1,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,6606,2,921,10628,2.164,0.002585,10
1,A,Combined,0.9,1.1,10,What is ‘Meat Glue’?,1.0,0.9999,0.8667,8269,2,814,11461,1.8867,0.000963,10
1,A,Combined,0.9,1.1,10,Is Liquid Smoke Safe?,1.0,1.0,1.0,8246,3,866,11564,1.8344,0.002086,10
1,A,Combined,0.9,1.1,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,0.9556,9059,2,859,12584,1.7481,0.003325,10
1,A,Combined,0.9,1.1,10,Does Antioxidant Intake Matter for Cancer?,1.0,0.9999,0.8667,8840,2,840,11538,1.6434,0.002826,10
1,A,Combined,0.9,1.1,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.0,8497,2,842,11201,1.8867,0.003857,10
1,A,Combined,0.9,1.1,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,8414,2,840,11299,1.8867,0.003058,10
1,A,Combined,0.9,1.1,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,0.9556,7704,2,835,10440,1.8344,0.003721,10
1,A,Combined,0.9,1.1,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9996,0.8667,8114,2,841,10739,1.6957,0.000293,10
1,A,Combined,0.9,1.1,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,7360,3,839,9911,2.3026,0.000671,10
1,A,Combined,0.9,1.1,10,Viral Food Poisoning from Pesticides?,1.0,1.0,0.9556,9030,3,835,11698,1.8867,0.001936,10
1,A,Combined,0.9,1.1,10,The Reversal on Fish Oil,1.0,1.0,0.9556,7947,2,847,10834,1.8867,0.000984,9
1,A,Combined,0.9,1.1,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.0,7989,2,837,12015,1.8344,0.001692,10
1,A,Rome,1.0,1.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,16409,80,2002,22834,2.0253,0.003559,10
1,A,Rome,1.0,1.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.0,11590,53,1612,16956,1.8344,0.002109,10
1,A,Rome,1.0,1.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.0,9893,46,1390,13776,2.0253,0.000406,10
1,A,Rome,1.0,1.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,8414,40,1260,12349,2.0253,0.001719,10
1,A,Rome,1.0,1.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.0,8202,38,1215,12719,2.0253,0.001538,10
1,A,Rome,1.0,1.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.0,8337,39,1151,12816,1.6094,0.003116,10
1,A,Rome,1.0,1.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,8714,39,1134,13629,2.0253,0.009455,10
1,A,Rome,1.0,1.0,10,How Contaminated Are Our Children?,1.0,1.0,1.0,7881,36,1147,12246,2.3026,0.000587,10
1,A,Rome,1.0,1.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,1.0,7915,38,1113,12374,1.3592,0.003264,10
1,A,Rome,1.0,1.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,0.9556,8651,36,1137,12022,1.8344,0.000878,9
1,A,Rome,1.0,1.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.0,9387,39,1138,12476,2.164,0.000424,10
1,A,Rome,1.0,1.0,10,How Phytates Fight Cancer Cells,0.9,0.9399,1.0,9041,35,1132,12302,2.164,0.000335,9
1,A,Rome,1.0,1.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.0,8601,39,1136,11614,1.6094,0.001848,10
1,A,Rome,1.0,1.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,0.9556,8551,39,1147,11658,1.973,0.000362,9
1,A,Rome,1.0,1.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.9556,7467,36,1139,10521,1.6094,0.000636,9
1,A,Rome,1.0,1.0,10,Testing Turmeric on Smokers,1.0,1.0,1.0,9007,39,1132,11948,1.4185,0.003161,10
1,A,Rome,1.0,1.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.0,8236,38,1136,11313,1.4708,0.008035,10
1,A,Rome,1.0,1.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,9016,36,1189,12872,2.164,0.002724,10
1,A,Rome,1.0,1.0,10,What is ‘Meat Glue’?,1.0,1.0,1.0,7739,40,1154,12124,1.8867,0.000914,10
1,A,Rome,1.0,1.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.0,8928,37,1135,13096,1.8344,0.002074,10
1,A,Rome,1.0,1.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.0,9554,38,1144,14133,1.8344,0.003368,10
1,A,Rome,1.0,1.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.0,8252,36,1138,11600,1.6957,0.002813,10
1,A,Rome,1.0,1.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.0,8644,37,1135,13370,1.8867,0.003951,10
1,A,Rome,1.0,1.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,8484,37,1126,12916,1.8867,0.00319,10
1,A,Rome,1.0,1.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.0,9012,40,1125,13311,1.8344,0.003727,10
1,A,Rome,1.0,1.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.0,8617,38,1132,12327,1.7481,0.00028,10
1,A,Rome,1.0,1.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,8399,37,1133,13421,2.3026,0.000682,10
1,A,Rome,1.0,1.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.0,8303,38,1126,13214,2.0253,0.001973,10
1,A,Rome,1.0,1.0,10,The Reversal on Fish Oil,1.0,1.0,1.0,8129,38,1122,12523,1.8867,0.001024,10
1,A,Rome,1.0,1.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.0,8046,38,1133,12581,1.8344,0.001774,10
1,A,RomeCombined,0.9,1.1,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,16562,67,1984,21037,2.0253,0.003513,10
1,A,RomeCombined,0.9,1.1,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,0.9556,12595,54,1624,16331,1.8344,0.002131,10
1,A,RomeCombined,0.9,1.1,10,Treating Asthma With Plants vs. Pills,1.0,0.9998,0.8667,11310,47,1401,14815,1.973,0.000403,9
1,A,RomeCombined,0.9,1.1,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,9262,41,1267,12946,2.0253,0.001715,10
1,A,RomeCombined,0.9,1.1,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,0.9556,7739,40,1183,10883,2.0253,0.001535,10
1,A,RomeCombined,0.9,1.1,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,0.9556,7732,37,1143,10911,1.6094,0.003154,9
1,A,RomeCombined,0.9,1.1,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,7876,38,1145,11387,2.0253,0.009446,10
1,A,RomeCombined,0.9,1.1,10,How Contaminated Are Our Children?,1.0,1.0,1.0,7338,37,1143,10474,2.0253,0.000571,10
1,A,RomeCombined,0.9,1.1,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.9,0.9444,0.9444,8286,40,1159,11711,1.4979,0.003147,10
1,A,RomeCombined,0.9,1.1,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,0.9556,8494,39,1170,11783,1.6957,0.000874,9
1,A,RomeCombined,0.9,1.1,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,0.9111,9206,39,1149,12382,1.8867,0.000403,10
1,A,RomeCombined,0.9,1.1,10,How Phytates Fight Cancer Cells,0.9,0.9399,1.0,7799,36,1143,11220,2.164,0.000301,10
1,A,RomeCombined,0.9,1.1,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.0,8079,38,1135,11112,1.6094,0.001795,10
1,A,RomeCombined,0.9,1.1,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,0.9111,8887,36,1137,12342,2.0253,0.000358,9
1,A,RomeCombined,0.9,1.1,10,How Curry Can Kill Cancer Cells,1.0,1.0,0.8667,8170,38,1126,11272,1.7481,0.000652,9
1,A,RomeCombined,0.9,1.1,10,Testing Turmeric on Smokers,1.0,1.0,1.0,7762,39,1137,10775,1.8344,0.003101,10
1,A,RomeCombined,0.9,1.1,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,0.9111,7750,35,1135,10866,1.6094,0.007982,10
1,A,RomeCombined,0.9,1.1,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,8665,38,1129,11764,2.3026,0.002706,10
1,A,RomeCombined,0.9,1.1,10,What is ‘Meat Glue’?,1.0,1.0,0.9556,7381,37,1139,10437,1.8344,0.000919,10
1,A,RomeCombined,0.9,1.1,10,Is Liquid Smoke Safe?,1.0,1.0,0.9556,7574,39,1137,10643,1.8344,0.002037,10
1,A,RomeCombined,0.9,1.1,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.0,8446,38,1139,11545,1.7481,0.003271,10
1,A,RomeCombined,0.9,1.1,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.0,8018,36,1171,11100,1.973,0.002683,10
1,A,RomeCombined,0.9,1.1,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,0.9556,8526,37,1165,12278,1.8867,0.003808,10
1,A,RomeCombined,0.9,1.1,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,8851,36,1097,12057,2.0253,0.003292,10
1,A,RomeCombined,0.9,1.1,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.0,9051,37,1136,12257,1.8344,0.003751,10
1,A,RomeCombined,0.9,1.1,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,0.8667,8545,40,1101,11738,1.3592,0.000308,10
1,A,RomeCombined,0.9,1.1,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,8196,40,1133,11472,2.3026,0.00069,10
1,A,RomeCombined,0.9,1.1,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.0,8265,36,1144,11861,1.8344,0.001995,10
1,A,RomeCombined,0.9,1.1,10,The Reversal on Fish Oil,1.0,1.0,1.0,7433,41,1146,10569,1.8867,0.000983,10
1,A,RomeCombined,0.9,1.1,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.0,8171,36,1143,11220,2.164,0.001763,10
1,A,Romm,1.0,1.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,16768,50,1439,21609,2.0253,0.003559,10
1,A,Romm,1.0,1.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.0,11960,32,1195,16800,1.8344,0.002109,10
1,A,Romm,1.0,1.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.0,11523,26,1009,15530,2.0253,0.000406,10
1,A,Romm,1.0,1.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,9014,23,924,13872,2.0253,0.001719,10
1,A,Romm,1.0,1.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.0,8558,22,858,12664,2.0253,0.001538,10
1,A,Romm,1.0,1.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.0,7863,23,839,11957,1.6094,0.003116,10
1,A,Romm,1.0,1.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.0,8123,23,833,12837,2.0253,0.009455,10
1,A,Romm,1.0,1.0,10,How Contaminated Are Our Children?,1.0,1.0,1.0,7149,23,820,11223,2.3026,0.000587,10
1,A,Romm,1.0,1.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,1.0,7482,23,832,11019,1.3592,0.003264,10
1,A,Romm,1.0,1.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,0.9556,8221,23,839,12098,1.8344,0.000878,9
1,A,Romm,1.0,1.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.0,8369,25,831,13132,2.164,0.000424,10
1,A,Romm,1.0,1.0,10,How Phytates Fight Cancer Cells,0.9,0.9399,1.0,7382,23,825,11704,2.164,0.000335,9
1,A,Romm,1.0,1.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.0,8447,24,832,12091,1.6094,0.001848,10
1,A,Romm,1.0,1.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,0.9556,7990,22,835,12707,1.973,0.000362,9
1,A,Romm,1.0,1.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.0,6619,22,824,10273,1.6094,0.000636,9
1,A,Romm,1.0,1.0,10,Testing Turmeric on Smokers,1.0,1.0,1.0,8949,20,832,11935,1.4185,0.003161,10
1,A,Romm,1.0,1.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.0,7336,22,852,10297,1.4708,0.008035,10
1,A,Romm,1.0,1.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.0,7910,23,824,13653,2.164,0.002724,10
1,A,Romm,1.0,1.0,10,What is ‘Meat Glue’?,1.0,1.0,1.0,7979,24,826,12253,1.8867,0.000914,10
1,A,Romm,1.0,1.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.0,7632,24,837,11780,1.8344,0.002074,10
1,A,Romm,1.0,1.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.0,8213,20,850,12465,1.8344,0.003368,10
1,A,Romm,1.0,1.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.0,7563,20,821,12250,1.6957,0.002813,10
1,A,Romm,1.0,1.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.0,7613,24,859,11447,1.8867,0.003951,10
1,A,Romm,1.0,1.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.0,6685,22,843,10284,1.8867,0.00319,10
1,A,Romm,1.0,1.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.0,8175,23,829,11687,1.8344,0.003727,10
1,A,Romm,1.0,1.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.0,7571,20,836,11501,1.7481,0.00028,10
1,A,Romm,1.0,1.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,1.0,8287,22,839,12433,2.3026,0.000682,10
1,A,Romm,1.0,1.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.0,6832,24,793,11313,2.0253,0.001973,10
1,A,Romm,1.0,1.0,10,The Reversal on Fish Oil,1.0,1.0,1.0,6654,23,862,10783,1.8867,0.001024,10
1,A,Romm,1.0,1.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.0,8205,23,839,11888,1.8344,0.001774,10
1,A,RommCombined,0.9,1.1,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.0,15974,54,1439,21239,1.8867,0.003511,10
1,A,RommCombined,0.9,1.1,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,0.9556,11332,33,1195,15994,2.0253,0.002026,10
1,A,RommCombined,0.9,1.1,10,Treating Asthma With Plants vs. Pills,1.0,0.9998,0.9111,10090,29,1011,14278,1.8867,0.000417,10
1,A,RommCombined,0.9,1.1,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.0,8246,25,942,12746,2.0253,0.001691,10
1,A,RommCombined,0.9,1.1,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9998,0.9556,8828,23,876,13829,1.8867,0.001496,10
