trial,exp,algorithm,corpus_size,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
1,I,Combined,3190,10%,0.9,1.1,10.0,10,does joe die in the purge election year,0.9,0.9539,0.9404,0.01372,11946
1,I,Combined,3190,30%,0.7,1.3,30.0,10,what is non controlling interest on balance sheet,1.0,1.0,2.164,0.006858,28148
1,I,Combined,3190,30%,0.7,1.3,30.0,10,how many episodes are in chicago fire season 4,0.9,0.9643,1.6957,0.025257,19277
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who sings love will keep us alive by the eagles,0.9,0.952,1.1683,0.018819,13324
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who is the leader of the ontario pc party,1.0,1.0,1.4979,0.016565,12138
1,I,Combined,3190,30%,0.7,1.3,30.0,10,nitty gritty dirt band fishin in the dark album,1.0,0.9999,1.2799,0.015788,14322
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who were the three elves who got rings,0.9,0.9595,1.973,0.012349,13753
1,I,Combined,3190,30%,0.7,1.3,30.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.973,0.010234,12260
1,I,Combined,3190,30%,0.7,1.3,30.0,10,in order to prove disparate impact you first must establish,0.9,0.9496,1.6434,0.002953,12069
1,I,Combined,3190,30%,0.7,1.3,30.0,10,where do characters live in this is us,0.9,0.9466,1.0889,0.010859,11933
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who makes the decisions about what to produce in a market economy,0.9,0.9528,1.0889,0.013742,11087
1,I,Combined,3190,30%,0.7,1.3,30.0,10,when is the new tappan zee bridge going to be finished,1.0,0.9998,0.9404,0.027342,13669
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who recorded i can't help falling in love with you,1.0,0.9999,1.5048,0.009511,12445
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who plays the doc in back to the future,0.9,0.9507,1.5048,0.007193,11454
1,I,Combined,3190,30%,0.7,1.3,30.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.3592,0.019725,16892
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,0.9,0.9553,1.0889,0.012543,12278
1,I,Combined,3190,30%,0.7,1.3,30.0,10,how many seasons of prison break are on netflix,0.9,0.9595,1.4185,0.018999,10355
1,I,Combined,3190,30%,0.7,1.3,30.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,0.9997,1.3592,0.015313,11709
1,I,Combined,3190,30%,0.7,1.3,30.0,10,when did the us take over wake island,1.0,0.9999,1.6094,0.023856,11040
1,I,Combined,3190,30%,0.7,1.3,30.0,10,when did american two party system began to emerge,1.0,1.0,1.3592,0.018158,10624
1,I,Combined,3190,30%,0.7,1.3,30.0,10,where are the mitochondria located in the sperm,1.0,0.9999,1.973,0.007448,11736
1,I,Combined,3190,30%,0.7,1.3,30.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.2275,0.026955,10395
1,I,Combined,3190,30%,0.7,1.3,30.0,10,how many seasons of the oc are there,1.0,1.0,1.2206,0.005821,11322
1,I,Combined,3190,30%,0.7,1.3,30.0,10,latest season on keeping up with the kardashians,1.0,0.9994,1.4708,0.00977,12268
1,I,Combined,3190,30%,0.7,1.3,30.0,10,how dose the poet present death as a voyage in crossing the bar,0.9,0.9541,1.4185,0.010111,11701
1,I,Combined,3190,30%,0.7,1.3,30.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,1.8867,0.00488,9043
1,I,Combined,3190,30%,0.7,1.3,30.0,10,what is pumped up kicks the song about,0.9,0.9623,1.6094,0.02745,10605
1,I,Combined,3190,30%,0.7,1.3,30.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,0.9999,1.5048,0.008272,8958
1,I,Combined,3190,30%,0.7,1.3,30.0,10,where are they building the new raiders stadium,1.0,1.0,1.973,0.012562,11153
1,I,Combined,3190,30%,0.7,1.3,30.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.8344,0.016012,8701
1,I,Combined,3190,30%,0.7,1.3,30.0,10,does joe die in the purge election year,1.0,1.0,0.9404,0.012015,10642
1,I,Combined,3190,50%,0.5,1.5,50.0,10,what is non controlling interest on balance sheet,1.0,1.0,2.0253,0.005536,32269
1,I,Combined,3190,50%,0.5,1.5,50.0,10,how many episodes are in chicago fire season 4,1.0,1.0,1.5571,0.020259,20594
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who sings love will keep us alive by the eagles,0.9,0.9497,0.8979,0.016679,12332
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who is the leader of the ontario pc party,0.9,0.9586,1.8344,0.01315,11889
1,I,Combined,3190,50%,0.5,1.5,50.0,10,nitty gritty dirt band fishin in the dark album,0.9,0.9505,1.2799,0.012013,13287
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who were the three elves who got rings,1.0,0.9999,2.0253,0.009552,11513
1,I,Combined,3190,50%,0.5,1.5,50.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.8344,0.008574,12362
1,I,Combined,3190,50%,0.5,1.5,50.0,10,in order to prove disparate impact you first must establish,0.9,0.9497,1.3592,0.002788,11831
1,I,Combined,3190,50%,0.5,1.5,50.0,10,where do characters live in this is us,0.8,0.9052,1.2799,0.00809,12861
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who makes the decisions about what to produce in a market economy,0.9,0.9509,1.0889,0.011028,11712
1,I,Combined,3190,50%,0.5,1.5,50.0,10,when is the new tappan zee bridge going to be finished,1.0,0.9998,0.8018,0.019934,12479
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who recorded i can't help falling in love with you,1.0,0.9999,1.5571,0.008327,11086
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who plays the doc in back to the future,0.9,0.9505,1.6094,0.006114,11895
1,I,Combined,3190,50%,0.5,1.5,50.0,10,when did they stop cigarette advertising on television,1.0,0.9994,1.4708,0.016224,12783
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,0.9998,1.1683,0.009335,11114
1,I,Combined,3190,50%,0.5,1.5,50.0,10,how many seasons of prison break are on netflix,0.8,0.916,1.4185,0.015414,11152
1,I,Combined,3190,50%,0.5,1.5,50.0,10,what was the name of atom bomb dropped by usa on hiroshima,0.9,0.9593,1.3592,0.013741,11889
1,I,Combined,3190,50%,0.5,1.5,50.0,10,when did the us take over wake island,1.0,0.9999,1.4708,0.01851,11996
1,I,Combined,3190,50%,0.5,1.5,50.0,10,when did american two party system began to emerge,0.9,0.9565,1.4979,0.016067,11433
1,I,Combined,3190,50%,0.5,1.5,50.0,10,where are the mitochondria located in the sperm,1.0,0.9942,1.7481,0.005681,10226
1,I,Combined,3190,50%,0.5,1.5,50.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,0.9998,1.2275,0.021922,11016
1,I,Combined,3190,50%,0.5,1.5,50.0,10,how many seasons of the oc are there,0.9,0.9479,0.8018,0.005266,10083
1,I,Combined,3190,50%,0.5,1.5,50.0,10,latest season on keeping up with the kardashians,0.9,0.9497,1.1683,0.009301,10061
1,I,Combined,3190,50%,0.5,1.5,50.0,10,how dose the poet present death as a voyage in crossing the bar,0.9,0.9535,1.5048,0.00861,11014
1,I,Combined,3190,50%,0.5,1.5,50.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,0.9,0.9519,1.8344,0.003324,12669
1,I,Combined,3190,50%,0.5,1.5,50.0,10,what is pumped up kicks the song about,1.0,0.9998,1.6094,0.023327,12158
1,I,Combined,3190,50%,0.5,1.5,50.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,0.9999,1.4708,0.006953,11465
1,I,Combined,3190,50%,0.5,1.5,50.0,10,where are they building the new raiders stadium,0.9,0.9585,1.7481,0.010576,14158
1,I,Combined,3190,50%,0.5,1.5,50.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.973,0.012501,11546
1,I,Combined,3190,50%,0.5,1.5,50.0,10,does joe die in the purge election year,0.9,0.9534,0.9404,0.009544,10201
1,I,Combined,3190,70%,0.3,1.7,70.0,10,what is non controlling interest on balance sheet,1.0,1.0,2.3026,0.002532,30776
1,I,Combined,3190,70%,0.3,1.7,70.0,10,how many episodes are in chicago fire season 4,0.9,0.9641,1.7481,0.01117,19324
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who sings love will keep us alive by the eagles,0.9,0.9537,1.0889,0.009562,15324
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who is the leader of the ontario pc party,0.9,0.9583,1.6434,0.008365,12423
1,I,Combined,3190,70%,0.3,1.7,70.0,10,nitty gritty dirt band fishin in the dark album,0.9,0.9497,1.1935,0.008113,11693
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who were the three elves who got rings,0.9,0.9598,1.973,0.006676,10940
1,I,Combined,3190,70%,0.3,1.7,70.0,10,converting stereo signal to mono signal is called,1.0,0.9998,1.8344,0.004651,11408
1,I,Combined,3190,70%,0.3,1.7,70.0,10,in order to prove disparate impact you first must establish,0.8,0.8948,1.5048,0.001459,11028
1,I,Combined,3190,70%,0.3,1.7,70.0,10,where do characters live in this is us,1.0,0.9999,1.2799,0.005032,11038
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who makes the decisions about what to produce in a market economy,0.9,0.9517,1.2799,0.007366,9858
1,I,Combined,3190,70%,0.3,1.7,70.0,10,when is the new tappan zee bridge going to be finished,0.9,0.9598,0.8018,0.014281,10158
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who recorded i can't help falling in love with you,1.0,1.0,1.6957,0.004106,10865
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who plays the doc in back to the future,1.0,0.998,1.6957,0.003608,10858
1,I,Combined,3190,70%,0.3,1.7,70.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.4979,0.009423,11800
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,0.9,0.9553,1.1683,0.00549,10220
1,I,Combined,3190,70%,0.3,1.7,70.0,10,how many seasons of prison break are on netflix,1.0,1.0,1.6094,0.007271,11715
1,I,Combined,3190,70%,0.3,1.7,70.0,10,what was the name of atom bomb dropped by usa on hiroshima,0.9,0.9589,1.4708,0.007978,10744
1,I,Combined,3190,70%,0.3,1.7,70.0,10,when did the us take over wake island,1.0,1.0,1.6957,0.010749,12513
1,I,Combined,3190,70%,0.3,1.7,70.0,10,when did american two party system began to emerge,0.8,0.9158,1.7481,0.008642,11342
1,I,Combined,3190,70%,0.3,1.7,70.0,10,where are the mitochondria located in the sperm,1.0,0.9998,1.8344,0.00364,11084
1,I,Combined,3190,70%,0.3,1.7,70.0,10,how many lines of symmetry are there in a equilateral triangle,0.9,0.9625,1.2275,0.01235,10297
1,I,Combined,3190,70%,0.3,1.7,70.0,10,how many seasons of the oc are there,1.0,0.9996,1.3592,0.002197,10377
1,I,Combined,3190,70%,0.3,1.7,70.0,10,latest season on keeping up with the kardashians,0.9,0.9506,0.9404,0.004583,11351
1,I,Combined,3190,70%,0.3,1.7,70.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,0.9999,1.5048,0.004158,10865
1,I,Combined,3190,70%,0.3,1.7,70.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,0.9,0.9519,1.8867,0.001955,9498
1,I,Combined,3190,70%,0.3,1.7,70.0,10,what is pumped up kicks the song about,0.9,0.9623,1.6957,0.013182,10543
1,I,Combined,3190,70%,0.3,1.7,70.0,10,2. what are the reasons states impose protectionists policies on other countries,0.9,0.954,1.4708,0.004036,8463
1,I,Combined,3190,70%,0.3,1.7,70.0,10,where are they building the new raiders stadium,1.0,1.0,1.973,0.005787,10698
1,I,Combined,3190,70%,0.3,1.7,70.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,0.9,0.9569,1.8344,0.006309,11086
1,I,Combined,3190,70%,0.3,1.7,70.0,10,does joe die in the purge election year,0.9,0.9555,0.9404,0.005878,10695
2,I,Combined,3190,0%,1.0,1.0,0.0,10,what is non controlling interest on balance sheet,1.0,1.0,2.164,0.007733,30640
2,I,Combined,3190,0%,1.0,1.0,0.0,10,how many episodes are in chicago fire season 4,1.0,1.0,1.5571,0.028354,20330
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who sings love will keep us alive by the eagles,1.0,1.0,1.1683,0.021697,13139
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who is the leader of the ontario pc party,1.0,1.0,1.6434,0.018128,10056
2,I,Combined,3190,0%,1.0,1.0,0.0,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,1.2799,0.018568,10946
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who were the three elves who got rings,1.0,1.0,1.973,0.013581,10773
2,I,Combined,3190,0%,1.0,1.0,0.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.973,0.011298,10254
2,I,Combined,3190,0%,1.0,1.0,0.0,10,in order to prove disparate impact you first must establish,1.0,1.0,1.6957,0.003484,11253
2,I,Combined,3190,0%,1.0,1.0,0.0,10,where do characters live in this is us,1.0,1.0,1.2799,0.011781,11143
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,1.1683,0.015682,10789
2,I,Combined,3190,0%,1.0,1.0,0.0,10,when is the new tappan zee bridge going to be finished,1.0,1.0,0.8018,0.031165,10285
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who recorded i can't help falling in love with you,1.0,1.0,1.5048,0.011207,11188
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who plays the doc in back to the future,1.0,1.0,1.3662,0.008204,10686
2,I,Combined,3190,0%,1.0,1.0,0.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.3592,0.022908,9548
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,1.1683,0.014328,12438
2,I,Combined,3190,0%,1.0,1.0,0.0,10,how many seasons of prison break are on netflix,1.0,1.0,1.4185,0.021162,10073
2,I,Combined,3190,0%,1.0,1.0,0.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,1.6957,0.017727,10282
2,I,Combined,3190,0%,1.0,1.0,0.0,10,when did the us take over wake island,1.0,1.0,1.4185,0.026058,11119
2,I,Combined,3190,0%,1.0,1.0,0.0,10,when did american two party system began to emerge,1.0,1.0,1.4979,0.021058,10315
2,I,Combined,3190,0%,1.0,1.0,0.0,10,where are the mitochondria located in the sperm,1.0,1.0,2.164,0.008227,11030
2,I,Combined,3190,0%,1.0,1.0,0.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.2275,0.03056,10387
2,I,Combined,3190,0%,1.0,1.0,0.0,10,how many seasons of the oc are there,1.0,1.0,1.2799,0.006332,10973
2,I,Combined,3190,0%,1.0,1.0,0.0,10,latest season on keeping up with the kardashians,1.0,1.0,1.1683,0.011513,10129
2,I,Combined,3190,0%,1.0,1.0,0.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,1.5048,0.011719,11068
2,I,Combined,3190,0%,1.0,1.0,0.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,1.8344,0.005261,10150
2,I,Combined,3190,0%,1.0,1.0,0.0,10,what is pumped up kicks the song about,1.0,1.0,1.6094,0.03212,10428
2,I,Combined,3190,0%,1.0,1.0,0.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.6434,0.009925,9975
2,I,Combined,3190,0%,1.0,1.0,0.0,10,where are they building the new raiders stadium,1.0,1.0,1.8344,0.013377,10626
2,I,Combined,3190,0%,1.0,1.0,0.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.973,0.017713,9837
