trial,exp,algorithm,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,score_entropy,score_variance,score_distinct_count,enc_total_us
1,D,Noise,5%,0.95,1.05,5.0,10,what is pumped up kicks the song about,1.0,1.0,1.0,1.8867,0.000141,10,17063
1,D,Noise,5%,0.95,1.05,5.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.0,2.0253,0.000164,10,16899
1,D,Noise,5%,0.95,1.05,5.0,10,where are they building the new raiders stadium,1.0,1.0,0.9556,2.164,0.000103,10,16970
1,D,Noise,5%,0.95,1.05,5.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.0,1.973,0.000126,9,16354
1,D,Noise,5%,0.95,1.05,5.0,10,does joe die in the purge election year,1.0,1.0,1.0,1.8344,0.000229,10,17010
1,D,Noise,10%,0.9,1.1,10.0,10,what is non controlling interest on balance sheet,1.0,0.9999,0.9556,1.8867,4e-05,10,37547
1,D,Noise,10%,0.9,1.1,10.0,10,how many episodes are in chicago fire season 4,1.0,1.0,0.9111,1.8344,7e-05,10,25531
1,D,Noise,10%,0.9,1.1,10.0,10,who sings love will keep us alive by the eagles,1.0,1.0,1.0,2.0253,2.7e-05,10,20553
1,D,Noise,10%,0.9,1.1,10.0,10,who is the leader of the ontario pc party,1.0,1.0,1.0,1.7481,0.000263,9,18242
1,D,Noise,10%,0.9,1.1,10.0,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,1.0,1.7481,7.9e-05,10,17071
1,D,Noise,10%,0.9,1.1,10.0,10,who were the three elves who got rings,0.9,0.9414,1.0,1.8344,2.6e-05,8,17824
1,D,Noise,10%,0.9,1.1,10.0,10,converting stereo signal to mono signal is called,1.0,1.0,0.9556,1.8867,0.001163,10,16933
1,D,Noise,10%,0.9,1.1,10.0,10,in order to prove disparate impact you first must establish,1.0,1.0,1.0,1.973,6e-05,10,17466
1,D,Noise,10%,0.9,1.1,10.0,10,where do characters live in this is us,1.0,1.0,1.0,2.0253,0.000149,10,16818
1,D,Noise,10%,0.9,1.1,10.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,0.9556,1.8344,9.1e-05,10,17095
1,D,Noise,10%,0.9,1.1,10.0,10,when is the new tappan zee bridge going to be finished,1.0,1.0,1.0,1.6957,0.000347,10,16951
1,D,Noise,10%,0.9,1.1,10.0,10,who recorded i can't help falling in love with you,1.0,0.9997,0.9556,2.0253,0.000222,10,16275
1,D,Noise,10%,0.9,1.1,10.0,10,who plays the doc in back to the future,1.0,1.0,1.0,2.0253,0.000532,10,17191
1,D,Noise,10%,0.9,1.1,10.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.0,1.8867,0.000653,10,16790
1,D,Noise,10%,0.9,1.1,10.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,1.0,1.5048,0.00055,10,17483
1,D,Noise,10%,0.9,1.1,10.0,10,how many seasons of prison break are on netflix,1.0,0.9995,0.9556,1.8867,9.6e-05,10,16645
1,D,Noise,10%,0.9,1.1,10.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,0.9556,1.8867,0.000102,9,17066
1,D,Noise,10%,0.9,1.1,10.0,10,when did the us take over wake island,1.0,1.0,1.0,1.973,0.000678,10,16898
1,D,Noise,10%,0.9,1.1,10.0,10,when did american two party system began to emerge,1.0,1.0,0.9556,1.6094,0.000188,10,16379
1,D,Noise,10%,0.9,1.1,10.0,10,where are the mitochondria located in the sperm,1.0,1.0,0.9556,2.0253,0.000184,10,16753
1,D,Noise,10%,0.9,1.1,10.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,2.0253,0.000389,10,16077
1,D,Noise,10%,0.9,1.1,10.0,10,how many seasons of the oc are there,1.0,1.0,1.0,1.8867,0.000929,10,15868
1,D,Noise,10%,0.9,1.1,10.0,10,latest season on keeping up with the kardashians,0.9,0.9571,1.0,1.4979,0.000319,10,15678
1,D,Noise,10%,0.9,1.1,10.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,1.0,1.973,0.000305,10,15335
1,D,Noise,10%,0.9,1.1,10.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,0.9556,1.8867,0.000119,10,16447
1,D,Noise,10%,0.9,1.1,10.0,10,what is pumped up kicks the song about,1.0,0.9999,0.9111,2.0253,0.000138,10,15970
1,D,Noise,10%,0.9,1.1,10.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.0,1.973,0.000151,10,15099
1,D,Noise,10%,0.9,1.1,10.0,10,where are they building the new raiders stadium,1.0,1.0,0.9556,2.164,0.0001,10,18032
1,D,Noise,10%,0.9,1.1,10.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,0.9556,1.973,0.00013,10,16935
1,D,Noise,10%,0.9,1.1,10.0,10,does joe die in the purge election year,1.0,1.0,0.9556,2.0253,0.000223,10,16568
1,D,Noise,20%,0.8,1.2,20.0,10,what is non controlling interest on balance sheet,1.0,0.9996,0.6889,1.6957,3.2e-05,9,29803
1,D,Noise,20%,0.8,1.2,20.0,10,how many episodes are in chicago fire season 4,0.9,0.9421,0.8889,1.8344,7.6e-05,10,21374
1,D,Noise,20%,0.8,1.2,20.0,10,who sings love will keep us alive by the eagles,0.9,0.9452,0.9444,2.3026,2.6e-05,10,20095
1,D,Noise,20%,0.8,1.2,20.0,10,who is the leader of the ontario pc party,1.0,1.0,1.0,1.973,0.000273,10,17119
1,D,Noise,20%,0.8,1.2,20.0,10,nitty gritty dirt band fishin in the dark album,1.0,0.9999,0.9556,1.6957,7.4e-05,9,16548
1,D,Noise,20%,0.8,1.2,20.0,10,who were the three elves who got rings,0.9,0.9398,0.7222,2.0253,2.9e-05,10,16840
1,D,Noise,20%,0.8,1.2,20.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.0,1.6957,0.001114,10,17287
1,D,Noise,20%,0.8,1.2,20.0,10,in order to prove disparate impact you first must establish,1.0,0.9999,0.9111,1.8344,6.1e-05,9,17118
1,D,Noise,20%,0.8,1.2,20.0,10,where do characters live in this is us,1.0,0.9999,0.9556,2.0253,0.000162,10,16636
1,D,Noise,20%,0.8,1.2,20.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,0.9556,1.6434,8e-05,10,15942
1,D,Noise,20%,0.8,1.2,20.0,10,when is the new tappan zee bridge going to be finished,1.0,0.9999,0.9111,1.8344,0.000293,10,16703
1,D,Noise,20%,0.8,1.2,20.0,10,who recorded i can't help falling in love with you,0.9,0.946,0.9444,2.164,0.000206,10,16948
1,D,Noise,20%,0.8,1.2,20.0,10,who plays the doc in back to the future,1.0,1.0,0.9556,2.0253,0.000544,10,16011
1,D,Noise,20%,0.8,1.2,20.0,10,when did they stop cigarette advertising on television,1.0,1.0,0.9556,2.164,0.000639,10,16129
1,D,Noise,20%,0.8,1.2,20.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,0.9556,1.8867,0.00055,10,17660
1,D,Noise,20%,0.8,1.2,20.0,10,how many seasons of prison break are on netflix,1.0,1.0,1.0,1.8867,8.4e-05,9,17736
1,D,Noise,20%,0.8,1.2,20.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,0.9111,2.0253,0.000101,10,17502
1,D,Noise,20%,0.8,1.2,20.0,10,when did the us take over wake island,1.0,1.0,0.9556,1.8344,0.000682,10,17634
1,D,Noise,20%,0.8,1.2,20.0,10,when did american two party system began to emerge,0.9,0.946,1.0,1.3592,0.000167,8,17204
1,D,Noise,20%,0.8,1.2,20.0,10,where are the mitochondria located in the sperm,1.0,1.0,0.9556,2.0253,0.000183,10,16680
1,D,Noise,20%,0.8,1.2,20.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,2.164,0.000364,10,17900
1,D,Noise,20%,0.8,1.2,20.0,10,how many seasons of the oc are there,1.0,1.0,0.9556,2.0253,0.00087,10,18225
1,D,Noise,20%,0.8,1.2,20.0,10,latest season on keeping up with the kardashians,1.0,1.0,0.9111,1.3592,0.000318,10,17312
1,D,Noise,20%,0.8,1.2,20.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,0.9556,2.0253,0.000299,10,17076
1,D,Noise,20%,0.8,1.2,20.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,0.9998,0.8667,1.8867,0.000107,10,17029
1,D,Noise,20%,0.8,1.2,20.0,10,what is pumped up kicks the song about,0.9,0.9456,0.8889,2.0253,0.000137,10,16683
1,D,Noise,20%,0.8,1.2,20.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.0,2.164,0.000158,10,16726
1,D,Noise,20%,0.8,1.2,20.0,10,where are they building the new raiders stadium,1.0,1.0,1.0,2.164,9e-05,10,15793
1,D,Noise,20%,0.8,1.2,20.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,0.9999,0.9556,1.973,0.000116,10,17329
1,D,Noise,20%,0.8,1.2,20.0,10,does joe die in the purge election year,0.9,0.9468,1.0,2.164,0.000246,9,18000
1,D,Noise,30%,0.7,1.3,30.0,10,what is non controlling interest on balance sheet,1.0,0.9998,0.8222,1.5571,4e-05,9,38720
1,D,Noise,30%,0.7,1.3,30.0,10,how many episodes are in chicago fire season 4,0.8,0.8756,1.0,1.973,6.5e-05,10,26677
1,D,Noise,30%,0.7,1.3,30.0,10,who sings love will keep us alive by the eagles,1.0,0.9998,0.9111,2.164,2.6e-05,10,20565
1,D,Noise,30%,0.7,1.3,30.0,10,who is the leader of the ontario pc party,0.9,0.9442,0.9444,2.0253,0.000231,10,17141
1,D,Noise,30%,0.7,1.3,30.0,10,nitty gritty dirt band fishin in the dark album,0.9,0.9428,0.8889,1.8344,6.6e-05,10,16883
1,D,Noise,30%,0.7,1.3,30.0,10,who were the three elves who got rings,1.0,1.0,0.9556,2.164,1.9e-05,9,16145
1,D,Noise,30%,0.7,1.3,30.0,10,converting stereo signal to mono signal is called,1.0,0.9999,0.9111,1.6957,0.001161,10,15848
1,D,Noise,30%,0.7,1.3,30.0,10,in order to prove disparate impact you first must establish,1.0,0.9999,0.9111,2.0253,4.4e-05,10,15669
1,D,Noise,30%,0.7,1.3,30.0,10,where do characters live in this is us,1.0,1.0,0.9556,2.164,0.000119,10,15913
1,D,Noise,30%,0.7,1.3,30.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,0.9111,1.8344,8.8e-05,10,17222
1,D,Noise,30%,0.7,1.3,30.0,10,when is the new tappan zee bridge going to be finished,1.0,0.9999,0.8667,1.4979,0.000305,10,17285
1,D,Noise,30%,0.7,1.3,30.0,10,who recorded i can't help falling in love with you,0.9,0.9457,0.9444,1.8867,0.000194,10,17022
1,D,Noise,30%,0.7,1.3,30.0,10,who plays the doc in back to the future,1.0,0.9999,0.9111,2.0253,0.000485,10,16983
1,D,Noise,30%,0.7,1.3,30.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.0,2.164,0.000565,9,16997
1,D,Noise,30%,0.7,1.3,30.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,0.9,0.9562,0.8889,1.8344,0.000492,10,17258
1,D,Noise,30%,0.7,1.3,30.0,10,how many seasons of prison break are on netflix,1.0,0.9991,0.8667,1.8867,8.2e-05,9,16766
1,D,Noise,30%,0.7,1.3,30.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,0.9556,1.8867,9.5e-05,10,16453
1,D,Noise,30%,0.7,1.3,30.0,10,when did the us take over wake island,0.9,0.9473,1.0,1.973,0.000601,10,16551
1,D,Noise,30%,0.7,1.3,30.0,10,when did american two party system began to emerge,0.9,0.9432,0.9444,1.7481,0.00016,10,16313
1,D,Noise,30%,0.7,1.3,30.0,10,where are the mitochondria located in the sperm,1.0,1.0,0.9556,2.3026,0.00015,10,16996
1,D,Noise,30%,0.7,1.3,30.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,2.0253,0.000447,10,17004
1,D,Noise,30%,0.7,1.3,30.0,10,how many seasons of the oc are there,1.0,0.9999,0.9111,2.0253,0.000843,10,16517
1,D,Noise,30%,0.7,1.3,30.0,10,latest season on keeping up with the kardashians,1.0,1.0,0.9556,1.6094,0.000309,10,16754
1,D,Noise,30%,0.7,1.3,30.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,0.9999,0.9111,1.973,0.000278,10,16954
1,D,Noise,30%,0.7,1.3,30.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,0.9999,0.9111,1.8867,0.000118,9,17467
1,D,Noise,30%,0.7,1.3,30.0,10,what is pumped up kicks the song about,0.9,0.9459,0.9444,2.164,0.000107,10,17345
1,D,Noise,30%,0.7,1.3,30.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,0.9999,0.9556,2.3026,0.000188,10,16882
1,D,Noise,30%,0.7,1.3,30.0,10,where are they building the new raiders stadium,1.0,0.9999,0.9556,2.164,0.000109,10,17029
1,D,Noise,30%,0.7,1.3,30.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,0.9997,0.8222,2.164,0.0001,10,17313
1,D,Noise,30%,0.7,1.3,30.0,10,does joe die in the purge election year,0.9,0.9438,1.0,2.164,0.000194,10,16766
1,D,Noise,50%,0.5,1.5,50.0,10,what is non controlling interest on balance sheet,1.0,0.9987,0.5556,1.6434,3.6e-05,9,39187
1,D,Noise,50%,0.5,1.5,50.0,10,how many episodes are in chicago fire season 4,0.9,0.9417,0.7778,1.8867,7.1e-05,10,26501
1,D,Noise,50%,0.5,1.5,50.0,10,who sings love will keep us alive by the eagles,0.9,0.945,0.8333,2.3026,1.7e-05,10,19162
1,D,Noise,50%,0.5,1.5,50.0,10,who is the leader of the ontario pc party,1.0,1.0,0.9556,1.8344,0.000183,10,17340
1,D,Noise,50%,0.5,1.5,50.0,10,nitty gritty dirt band fishin in the dark album,0.9,0.9414,0.8889,1.8344,6.3e-05,10,16524
1,D,Noise,50%,0.5,1.5,50.0,10,who were the three elves who got rings,0.9,0.938,0.3889,1.8867,2.2e-05,10,16389
1,D,Noise,50%,0.5,1.5,50.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.0,2.0253,0.000932,10,15567
1,D,Noise,50%,0.5,1.5,50.0,10,in order to prove disparate impact you first must establish,1.0,1.0,1.0,1.8344,3.7e-05,10,16310
1,D,Noise,50%,0.5,1.5,50.0,10,where do characters live in this is us,1.0,0.9999,0.9556,2.0253,0.000111,10,15918
1,D,Noise,50%,0.5,1.5,50.0,10,who makes the decisions about what to produce in a market economy,0.9,0.9436,0.8889,2.0253,6.7e-05,10,16649
1,D,Noise,50%,0.5,1.5,50.0,10,when is the new tappan zee bridge going to be finished,1.0,0.9999,0.9556,1.5048,0.000263,9,16850
1,D,Noise,50%,0.5,1.5,50.0,10,who recorded i can't help falling in love with you,0.9,0.946,1.0,1.7481,0.000147,10,17762
1,D,Noise,50%,0.5,1.5,50.0,10,who plays the doc in back to the future,1.0,0.9996,0.8667,2.0253,0.000347,10,16045
1,D,Noise,50%,0.5,1.5,50.0,10,when did they stop cigarette advertising on television,0.9,0.9511,1.0,1.8867,0.000516,10,16794
1,D,Noise,50%,0.5,1.5,50.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,0.9111,1.8867,0.000465,10,16415
1,D,Noise,50%,0.5,1.5,50.0,10,how many seasons of prison break are on netflix,1.0,1.0,0.9556,1.8344,7.2e-05,9,16932
1,D,Noise,50%,0.5,1.5,50.0,10,what was the name of atom bomb dropped by usa on hiroshima,0.8,0.8884,0.8571,1.8867,6.8e-05,9,16556
1,D,Noise,50%,0.5,1.5,50.0,10,when did the us take over wake island,1.0,1.0,0.9556,1.8344,0.000492,10,16690
1,D,Noise,50%,0.5,1.5,50.0,10,when did american two party system began to emerge,0.9,0.9459,0.8889,1.4708,0.000149,10,15447
1,D,Noise,50%,0.5,1.5,50.0,10,where are the mitochondria located in the sperm,0.9,0.9419,0.7778,2.0253,0.00017,10,17105
1,D,Noise,50%,0.5,1.5,50.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,1.8867,0.000303,10,16514
1,D,Noise,50%,0.5,1.5,50.0,10,how many seasons of the oc are there,1.0,0.9998,0.8667,2.0253,0.00067,10,17105
1,D,Noise,50%,0.5,1.5,50.0,10,latest season on keeping up with the kardashians,0.9,0.9567,0.9444,1.6094,0.000234,10,16583
1,D,Noise,50%,0.5,1.5,50.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,0.9997,0.8222,2.0253,0.000187,10,16607
1,D,Noise,50%,0.5,1.5,50.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,0.9,0.9487,0.9444,1.8344,8.8e-05,10,16705
1,D,Noise,50%,0.5,1.5,50.0,10,what is pumped up kicks the song about,1.0,1.0,0.9556,2.164,0.0001,10,16527
1,D,Noise,50%,0.5,1.5,50.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,0.9993,0.8667,1.8344,8.8e-05,9,16701
1,D,Noise,50%,0.5,1.5,50.0,10,where are they building the new raiders stadium,1.0,0.9999,0.9111,2.164,7.5e-05,10,16606
1,D,Noise,50%,0.5,1.5,50.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,0.9,0.9439,1.0,2.0253,9.9e-05,10,16044
1,D,Noise,50%,0.5,1.5,50.0,10,does joe die in the purge election year,1.0,0.9999,0.9111,2.0253,0.000167,10,15500
1,D,Noise,70%,0.3,1.7,70.0,10,what is non controlling interest on balance sheet,0.9,0.938,0.6111,1.8344,2.4e-05,10,37436
1,D,Noise,70%,0.3,1.7,70.0,10,how many episodes are in chicago fire season 4,0.9,0.9415,0.8889,1.7481,1.9e-05,10,25778
1,D,Noise,70%,0.3,1.7,70.0,10,who sings love will keep us alive by the eagles,1.0,0.9993,0.7778,2.164,1.2e-05,9,20410
1,D,Noise,70%,0.3,1.7,70.0,10,who is the leader of the ontario pc party,1.0,0.9994,0.6889,2.164,0.000103,10,17331
1,D,Noise,70%,0.3,1.7,70.0,10,nitty gritty dirt band fishin in the dark album,0.9,0.9382,0.7778,2.164,2.6e-05,10,16700
1,D,Noise,70%,0.3,1.7,70.0,10,who were the three elves who got rings,1.0,0.9977,0.7333,2.164,1.2e-05,10,16188
1,D,Noise,70%,0.3,1.7,70.0,10,converting stereo signal to mono signal is called,1.0,1.0,0.9556,1.8344,0.000536,10,16037
1,D,Noise,70%,0.3,1.7,70.0,10,in order to prove disparate impact you first must establish,0.9,0.9274,0.7222,1.973,2.8e-05,10,17160
1,D,Noise,70%,0.3,1.7,70.0,10,where do characters live in this is us,1.0,0.9989,0.7778,1.7481,5.9e-05,10,15792
1,D,Noise,70%,0.3,1.7,70.0,10,who makes the decisions about what to produce in a market economy,1.0,0.9999,0.8667,1.8344,5.3e-05,9,15901
1,D,Noise,70%,0.3,1.7,70.0,10,when is the new tappan zee bridge going to be finished,0.8,0.8747,0.7143,1.4708,0.000161,10,16007
1,D,Noise,70%,0.3,1.7,70.0,10,who recorded i can't help falling in love with you,1.0,0.9996,0.8667,1.8867,0.000133,10,16568
1,D,Noise,70%,0.3,1.7,70.0,10,who plays the doc in back to the future,1.0,0.9999,0.9556,2.164,0.000223,10,16417
1,D,Noise,70%,0.3,1.7,70.0,10,when did they stop cigarette advertising on television,1.0,0.9996,0.9556,2.0253,0.000278,10,17554
1,D,Noise,70%,0.3,1.7,70.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,0.9,0.9563,0.8889,2.0253,0.000246,10,18499
1,D,Noise,70%,0.3,1.7,70.0,10,how many seasons of prison break are on netflix,0.9,0.9443,0.9444,2.164,4.2e-05,10,16851
1,D,Noise,70%,0.3,1.7,70.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,0.9981,0.8667,1.8867,5e-05,10,16986
