trial,exp,algorithm,noise_min,noise_max,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,enc_embed_us,enc_encrypt_us,enc_search_us,enc_total_us,score_entropy,score_variance,score_distinct_count
1,A,Rome,1.0,1.0,10,who sings love will keep us alive by the eagles,1.0,1.0,1.0,9217,6109,6812,26042,2.164,2.7e-05,10
1,A,Rome,1.0,1.0,10,who is the leader of the ontario pc party,1.0,1.0,1.0,9309,5804,6760,25125,1.7481,0.000275,10
1,A,Rome,1.0,1.0,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,1.0,8249,5767,6752,24430,1.7481,7.7e-05,10
1,A,Rome,1.0,1.0,10,who were the three elves who got rings,1.0,1.0,1.0,7360,5777,6741,23287,2.0253,2.8e-05,10
1,A,Rome,1.0,1.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.0,7218,5752,6754,22821,1.6957,0.001218,10
1,A,Rome,1.0,1.0,10,in order to prove disparate impact you first must establish,1.0,1.0,1.0,9559,5918,6770,24912,1.8344,6e-05,9
1,A,Rome,1.0,1.0,10,where do characters live in this is us,1.0,1.0,1.0,8793,5923,6781,23944,2.0253,0.000148,10
1,A,Rome,1.0,1.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,1.0,9098,5871,6756,24426,1.6434,9.2e-05,9
1,A,Rome,1.0,1.0,10,when is the new tappan zee bridge going to be finished,1.0,1.0,1.0,8464,5796,6759,23436,1.6957,0.000355,10
1,A,Rome,1.0,1.0,10,who recorded i can't help falling in love with you,1.0,1.0,1.0,9248,5851,6791,25221,2.0253,0.000217,10
1,A,Rome,1.0,1.0,10,who plays the doc in back to the future,1.0,1.0,1.0,9728,5838,6757,26034,2.0253,0.000551,10
1,A,Rome,1.0,1.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.0,9575,5842,6747,25774,2.0253,0.000669,10
1,A,Rome,1.0,1.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,1.0,8789,5840,6746,24845,1.6957,0.000573,10
1,A,Rome,1.0,1.0,10,how many seasons of prison break are on netflix,1.0,1.0,1.0,8635,5829,6754,24666,1.973,9.4e-05,10
1,A,Rome,1.0,1.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,1.0,7979,5839,6754,24061,1.8867,0.00011,9
1,A,Rome,1.0,1.0,10,when did the us take over wake island,1.0,1.0,1.0,8435,5825,6759,23784,1.973,0.000696,10
1,A,Rome,1.0,1.0,10,when did american two party system began to emerge,1.0,1.0,1.0,8264,5824,6759,24289,1.6094,0.00019,10
1,A,Rome,1.0,1.0,10,where are the mitochondria located in the sperm,1.0,1.0,1.0,9040,5820,6755,24662,2.164,0.00018,10
1,A,Rome,1.0,1.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,8456,5810,6741,24448,2.164,0.000394,10
1,A,Rome,1.0,1.0,10,how many seasons of the oc are there,1.0,1.0,1.0,8429,5829,6769,24848,1.8867,0.000938,10
1,A,Rome,1.0,1.0,10,latest season on keeping up with the kardashians,1.0,1.0,1.0,7828,5826,6745,22989,1.3592,0.000327,10
1,A,Rome,1.0,1.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,1.0,10484,5820,6752,26810,1.8344,0.000307,10
1,A,Rome,1.0,1.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,1.0,7891,5846,6749,23339,1.8867,0.000119,10
1,A,Rome,1.0,1.0,10,what is pumped up kicks the song about,1.0,1.0,1.0,7289,5835,6738,23548,1.8344,0.000141,10
1,A,Rome,1.0,1.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.0,8130,5748,6757,24111,2.0253,0.000159,10
1,A,Rome,1.0,1.0,10,where are they building the new raiders stadium,1.0,1.0,1.0,7804,5835,6747,23790,2.164,0.000102,10
1,A,Rome,1.0,1.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.0,7789,5830,6739,23587,1.973,0.000125,10
1,A,Rome,1.0,1.0,10,does joe die in the purge election year,1.0,1.0,1.0,7898,5814,6741,23669,1.8344,0.000228,10
1,A,RomeCombined,0.9,1.1,10,what is non controlling interest on balance sheet,0.9,0.941,0.8889,22283,14334,12882,54145,2.0253,4.2e-05,10
1,A,RomeCombined,0.9,1.1,10,how many episodes are in chicago fire season 4,1.0,0.9998,0.9111,12348,7739,7825,31637,1.6957,7.3e-05,9
1,A,RomeCombined,0.9,1.1,10,who sings love will keep us alive by the eagles,1.0,1.0,0.9556,8750,5818,6780,24853,2.164,2.5e-05,10
1,A,RomeCombined,0.9,1.1,10,who is the leader of the ontario pc party,1.0,1.0,0.9556,9493,5771,6751,25445,2.0253,0.00027,10
1,A,RomeCombined,0.9,1.1,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,0.9111,8656,5776,6754,24721,1.7481,7.8e-05,10
1,A,RomeCombined,0.9,1.1,10,who were the three elves who got rings,1.0,0.9999,0.9111,8962,5810,6740,25140,1.8867,2.8e-05,10
1,A,RomeCombined,0.9,1.1,10,converting stereo signal to mono signal is called,1.0,1.0,1.0,8817,5788,6756,24865,1.6957,0.001245,10
1,A,RomeCombined,0.9,1.1,10,in order to prove disparate impact you first must establish,1.0,1.0,0.8667,7523,5791,6737,23270,1.6957,5.8e-05,10
1,A,RomeCombined,0.9,1.1,10,where do characters live in this is us,1.0,1.0,1.0,8605,5784,6752,24474,2.0253,0.000141,10
1,A,RomeCombined,0.9,1.1,10,who makes the decisions about what to produce in a market economy,1.0,1.0,0.9556,8194,5786,6762,24052,1.6957,9.3e-05,10
1,A,RomeCombined,0.9,1.1,10,when is the new tappan zee bridge going to be finished,1.0,0.9999,0.9556,8653,5789,6749,24601,1.6957,0.000345,10
1,A,RomeCombined,0.9,1.1,10,who recorded i can't help falling in love with you,1.0,1.0,1.0,8579,5782,6763,24677,1.8867,0.000218,10
1,A,RomeCombined,0.9,1.1,10,who plays the doc in back to the future,1.0,1.0,1.0,8664,5810,6746,24489,2.0253,0.00052,10
1,A,RomeCombined,0.9,1.1,10,when did they stop cigarette advertising on television,1.0,1.0,1.0,8819,5797,6763,24714,2.0253,0.000665,10
1,A,RomeCombined,0.9,1.1,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,1.0,9262,5788,6741,25148,1.6957,0.000577,10
1,A,RomeCombined,0.9,1.1,10,how many seasons of prison break are on netflix,1.0,1.0,1.0,9204,5774,6753,25210,1.8867,9e-05,10
1,A,RomeCombined,0.9,1.1,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,0.9556,8540,5803,6746,24474,1.8867,0.000108,10
1,A,RomeCombined,0.9,1.1,10,when did the us take over wake island,0.9,0.9497,1.0,8246,5791,6744,23632,1.973,0.000678,10
1,A,RomeCombined,0.9,1.1,10,when did american two party system began to emerge,1.0,1.0,1.0,8299,5791,6751,24090,1.8344,0.000199,10
1,A,RomeCombined,0.9,1.1,10,where are the mitochondria located in the sperm,1.0,1.0,1.0,8520,5778,6741,24799,2.164,0.000176,10
1,A,RomeCombined,0.9,1.1,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,9285,5908,6791,25610,2.164,0.000392,10
1,A,RomeCombined,0.9,1.1,10,how many seasons of the oc are there,1.0,1.0,0.9111,9739,5910,6748,25176,1.8867,0.000898,10
1,A,RomeCombined,0.9,1.1,10,latest season on keeping up with the kardashians,0.9,0.9554,1.0,8859,5960,6743,24018,1.3592,0.000324,10
1,A,RomeCombined,0.9,1.1,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,0.9556,9423,5833,6758,25031,1.8344,0.000306,10
1,A,RomeCombined,0.9,1.1,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,0.9556,9056,5814,6750,23972,2.0253,0.000122,10
1,A,RomeCombined,0.9,1.1,10,what is pumped up kicks the song about,1.0,1.0,1.0,8810,5825,6747,23998,1.8867,0.000142,10
1,A,RomeCombined,0.9,1.1,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,0.9556,11866,5813,6745,28119,2.3026,0.000156,10
1,A,RomeCombined,0.9,1.1,10,where are they building the new raiders stadium,1.0,1.0,0.9556,8543,5814,6746,24115,1.973,9.9e-05,10
1,A,RomeCombined,0.9,1.1,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.0,9844,5797,6747,25536,2.0253,0.00012,10
1,A,RomeCombined,0.9,1.1,10,does joe die in the purge election year,1.0,1.0,0.9556,8875,5799,6746,24761,2.0253,0.00022,10
1,A,Ckks,1.0,1.0,10,what is non controlling interest on balance sheet,1.0,1.0,1.0,22596,90048,36661912,36779198,1.8867,4e-05,10
1,A,Ckks,1.0,1.0,10,how many episodes are in chicago fire season 4,1.0,1.0,1.0,10881,67188,36600323,36682578,1.6957,7.6e-05,10
1,A,Ckks,1.0,1.0,10,who sings love will keep us alive by the eagles,1.0,1.0,1.0,9440,66494,36637025,36717278,2.164,2.7e-05,10
1,A,Ckks,1.0,1.0,10,who is the leader of the ontario pc party,1.0,1.0,1.0,11294,69157,36764159,36849211,1.7481,0.000275,10
1,A,Ckks,1.0,1.0,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,1.0,11474,68163,36681685,36766247,1.7481,7.7e-05,10
1,A,Ckks,1.0,1.0,10,who were the three elves who got rings,1.0,1.0,1.0,9912,68307,36708618,36791066,2.0253,2.8e-05,10
1,A,Ckks,1.0,1.0,10,converting stereo signal to mono signal is called,1.0,1.0,1.0,10568,68544,36629515,36712837,1.6957,0.001218,10
1,A,Ckks,1.0,1.0,10,in order to prove disparate impact you first must establish,1.0,1.0,1.0,9386,67819,36628437,36708428,1.8344,6e-05,9
1,A,Ckks,1.0,1.0,10,where do characters live in this is us,1.0,1.0,1.0,9073,69660,36656230,36739546,2.0253,0.000148,10
1,A,Ckks,1.0,1.0,10,who makes the decisions about what to produce in a market economy,1.0,1.0,1.0,10924,68464,36675798,36759788,1.6434,9.2e-05,9
1,A,Ckks,1.0,1.0,10,when is the new tappan zee bridge going to be finished,1.0,1.0,1.0,9959,66373,36640923,36722043,1.6957,0.000355,10
1,A,Ckks,1.0,1.0,10,who recorded i can't help falling in love with you,1.0,1.0,1.0,9870,66574,36611434,36692262,2.0253,0.000217,10
1,A,Ckks,1.0,1.0,10,who plays the doc in back to the future,1.0,1.0,1.0,10214,66687,36624850,36706317,2.0253,0.000551,10
1,A,Ckks,1.0,1.0,10,when did they stop cigarette advertising on television,1.0,1.0,1.0,10540,67948,36609712,36691412,2.0253,0.000669,10
1,A,Ckks,1.0,1.0,10,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,1.0,1.0,1.0,11284,68105,36673388,36757268,1.6957,0.000573,10
1,A,Ckks,1.0,1.0,10,how many seasons of prison break are on netflix,1.0,1.0,1.0,9530,66913,36590092,36671036,1.973,9.4e-05,10
1,A,Ckks,1.0,1.0,10,what was the name of atom bomb dropped by usa on hiroshima,1.0,1.0,1.0,10468,69625,36662527,36746908,1.8867,0.00011,9
1,A,Ckks,1.0,1.0,10,when did the us take over wake island,1.0,1.0,1.0,9080,66790,36752065,36832159,1.973,0.000696,10
1,A,Ckks,1.0,1.0,10,when did american two party system began to emerge,1.0,1.0,1.0,9128,69687,36793813,36877320,1.6094,0.00019,10
1,A,Ckks,1.0,1.0,10,where are the mitochondria located in the sperm,1.0,1.0,1.0,12187,68324,36627772,36713551,2.164,0.00018,10
1,A,Ckks,1.0,1.0,10,how many lines of symmetry are there in a equilateral triangle,1.0,1.0,1.0,9872,70035,36608569,36692168,2.164,0.000394,10
1,A,Ckks,1.0,1.0,10,how many seasons of the oc are there,1.0,1.0,1.0,10358,69579,36661701,36747633,1.8867,0.000938,10
1,A,Ckks,1.0,1.0,10,latest season on keeping up with the kardashians,1.0,1.0,1.0,11032,68643,36627401,36711223,1.3592,0.000327,10
1,A,Ckks,1.0,1.0,10,how dose the poet present death as a voyage in crossing the bar,1.0,1.0,1.0,10222,67064,36644773,36726460,1.8344,0.000307,10
1,A,Ckks,1.0,1.0,10,who were farmers who kept a small portion of their crops & gave the rest to the landowners,1.0,1.0,1.0,11375,66824,36643810,36726727,1.8867,0.000119,10
1,A,Ckks,1.0,1.0,10,what is pumped up kicks the song about,1.0,1.0,1.0,10188,68289,36640818,36723543,1.8344,0.000141,10
1,A,Ckks,1.0,1.0,10,2. what are the reasons states impose protectionists policies on other countries,1.0,1.0,1.0,9222,68923,36655839,36738497,2.0253,0.000159,10
1,A,Ckks,1.0,1.0,10,where are they building the new raiders stadium,1.0,1.0,1.0,9948,68042,36631574,36713867,2.164,0.000102,10
1,A,Ckks,1.0,1.0,10,what event provoked congress to propose the eleventh amendment and the states to ratify it,1.0,1.0,1.0,9336,63575,36556551,36633377,1.973,0.000125,10
1,A,Ckks,1.0,1.0,10,does joe die in the purge election year,1.0,1.0,1.0,9659,68126,36607685,36690029,1.8344,0.000228,10
1,A,CkksCombined,0.9,1.1,10,what is non controlling interest on balance sheet,1.0,0.9998,0.8667,21658,92263,36649257,36767671,1.8867,4e-05,9
1,A,CkksCombined,0.9,1.1,10,how many episodes are in chicago fire season 4,1.0,1.0,0.9111,9635,69389,36612890,36694889,1.7481,7.3e-05,10
1,A,CkksCombined,0.9,1.1,10,who sings love will keep us alive by the eagles,1.0,1.0,1.0,10578,68389,36686763,36769979,2.164,2.8e-05,10
1,A,CkksCombined,0.9,1.1,10,who is the leader of the ontario pc party,1.0,0.9998,0.8667,10716,68308,36710105,36793259,1.6094,0.000273,10
1,A,CkksCombined,0.9,1.1,10,nitty gritty dirt band fishin in the dark album,1.0,1.0,0.9556,8839,65561,36645705,36724562,1.8344,7.5e-05,10
1,A,CkksCombined,0.9,1.1,10,who were the three elves who got rings,1.0,1.0,1.0,10009,66871,36583130,36664594,2.0253,2.5e-05,10
1,A,CkksCombined,0.9,1.1,10,converting stereo signal to mono signal is called,1.0,1.0,0.9556,10929,65709,36618185,36698879,1.6957,0.001194,10
1,A,CkksCombined,0.9,1.1,10,in order to prove disparate impact you first must establish,1.0,1.0,0.9556,10105,68271,36624373,36707500,1.973,6.3e-05,10
1,A,CkksCombined,0.9,1.1,10,where do characters live in this is us,1.0,1.0,0.9556,9456,68282,36659858,36741719,2.0253,0.000142,10
1,A,CkksCombined,0.9,1.1,10,who makes the decisions about what to produce in a market economy,1.0,1.0,0.9111,8990,67848,36661235,36741192,1.6434,8.9e-05,9
