trial,exp,algorithm,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,score_entropy,score_variance,score_distinct_count,enc_total_us
1,D,Noise,5%,0.95,1.05,5.0,10,What are symptoms of anemia?,1.0,1.0,1.0,1.6957,0.018121,10,10975
1,D,Noise,5%,0.95,1.05,5.0,10,How is hypothyroidism treated?,1.0,1.0,1.0,1.5048,0.014444,10,12428
1,D,Noise,5%,0.95,1.05,5.0,10,What causes chronic pain?,1.0,1.0,1.0,2.0253,0.000768,10,12644
1,D,Noise,5%,0.95,1.05,5.0,10,Describe COPD management,1.0,1.0,1.0,1.2206,0.024794,10,12211
1,D,Noise,5%,0.95,1.05,5.0,10,What are signs of liver disease?,1.0,1.0,1.0,2.0253,0.001788,10,11341
1,D,Noise,5%,0.95,1.05,5.0,10,How is epilepsy treated?,1.0,1.0,1.0,1.3592,0.0174,10,13443
1,D,Noise,5%,0.95,1.05,5.0,10,What causes osteoporosis?,1.0,1.0,1.0,1.8344,0.014109,10,12250
1,D,Noise,5%,0.95,1.05,5.0,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,1.6434,0.01379,10,11481
1,D,Noise,5%,0.95,1.05,5.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,1.4979,0.009548,10,12488
1,D,Noise,5%,0.95,1.05,5.0,10,How is pneumonia diagnosed?,1.0,1.0,1.0,1.7481,0.007161,10,13785
1,D,Noise,5%,0.95,1.05,5.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,2.164,0.001539,10,11717
1,D,Noise,5%,0.95,1.05,5.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,1.3592,0.016486,10,11113
1,D,Noise,5%,0.95,1.05,5.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.0,1.1683,0.010747,10,11157
1,D,Noise,5%,0.95,1.05,5.0,10,How is bipolar disorder managed?,1.0,1.0,1.0,1.4708,0.016312,10,12197
1,D,Noise,5%,0.95,1.05,5.0,10,What causes psoriasis?,1.0,1.0,0.9556,1.6094,0.016089,9,10832
1,D,Noise,5%,0.95,1.05,5.0,10,Describe sepsis treatment,1.0,1.0,1.0,1.6434,0.017391,10,11048
1,D,Noise,5%,0.95,1.05,5.0,10,What are risk factors for cancer?,1.0,1.0,0.9111,1.7481,0.000535,10,12054
1,D,Noise,5%,0.95,1.05,5.0,10,How is ALS diagnosed?,1.0,1.0,1.0,1.6094,0.011282,10,12457
1,D,Noise,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,2.0253,0.007697,10,30826
1,D,Noise,10%,0.9,1.1,10.0,10,How is hypertension treated?,1.0,1.0,1.0,1.6094,0.00693,10,32491
1,D,Noise,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,1.0,2.164,0.006697,10,29418
1,D,Noise,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,0.9,0.9541,1.0,2.0253,0.014404,10,28830
1,D,Noise,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.0,2.164,0.007968,10,31164
1,D,Noise,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.0,1.973,0.015456,10,30480
1,D,Noise,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,1.0,1.0,1.0,1.2275,0.007496,10,36254
1,D,Noise,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,1.0,2.0253,0.006666,10,35157
1,D,Noise,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.0,1.8344,0.006282,10,17603
1,D,Noise,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,1.8344,0.009097,10,16828
1,D,Noise,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,1.0,1.973,0.01515,10,15964
1,D,Noise,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,1.8344,0.01412,10,15137
1,D,Noise,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,1.0,1.6957,0.017778,10,14792
1,D,Noise,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,0.9556,1.5048,0.014342,10,15777
1,D,Noise,10%,0.9,1.1,10.0,10,What causes chronic pain?,1.0,1.0,0.9556,1.973,0.000725,10,14191
1,D,Noise,10%,0.9,1.1,10.0,10,Describe COPD management,1.0,1.0,1.0,1.2206,0.024635,10,13542
1,D,Noise,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,1.0,2.0253,0.001689,10,14761
1,D,Noise,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,0.9556,1.3592,0.016983,10,14824
1,D,Noise,10%,0.9,1.1,10.0,10,What causes osteoporosis?,1.0,0.9999,0.9556,1.6957,0.014091,10,17983
1,D,Noise,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,1.6094,0.013852,10,14814
1,D,Noise,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,1.4979,0.009388,10,16053
1,D,Noise,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,0.9556,1.8344,0.006768,10,15333
1,D,Noise,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,1.0,0.9556,2.164,0.001437,10,21850
1,D,Noise,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,0.9556,1.4708,0.016055,10,14720
1,D,Noise,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,0.9,0.9491,1.0,1.6094,0.010741,10,18392
1,D,Noise,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,1.0,0.9556,1.4708,0.016055,10,16152
1,D,Noise,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,0.9556,1.6094,0.015901,10,15506
1,D,Noise,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,0.9556,1.6434,0.017389,10,14498
1,D,Noise,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,1.0,0.9556,2.0253,0.00053,10,16057
1,D,Noise,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,1.0,1.0,1.6094,0.011249,10,16416
1,D,Noise,20%,0.8,1.2,20.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9999,0.9556,1.6094,0.007146,10,28987
1,D,Noise,20%,0.8,1.2,20.0,10,How is hypertension treated?,1.0,1.0,0.9111,1.8344,0.006683,10,16972
1,D,Noise,20%,0.8,1.2,20.0,10,What causes heart failure?,1.0,1.0,1.0,2.0253,0.006388,10,35873
1,D,Noise,20%,0.8,1.2,20.0,10,Describe the symptoms of lupus,1.0,1.0,1.0,2.0253,0.013219,10,15074
1,D,Noise,20%,0.8,1.2,20.0,10,What medications treat depression?,1.0,1.0,1.0,2.0253,0.007373,10,18175
1,D,Noise,20%,0.8,1.2,20.0,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,1.973,0.014854,10,15458
1,D,Noise,20%,0.8,1.2,20.0,10,What are risk factors for stroke?,0.9,0.946,0.9444,1.4185,0.007576,10,15073
1,D,Noise,20%,0.8,1.2,20.0,10,How is asthma managed long-term?,1.0,1.0,1.0,2.164,0.006123,10,16385
1,D,Noise,20%,0.8,1.2,20.0,10,What are signs of kidney disease?,1.0,0.9999,0.8667,1.8344,0.006549,10,14667
1,D,Noise,20%,0.8,1.2,20.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,1.973,0.009012,9,14620
1,D,Noise,20%,0.8,1.2,20.0,10,What causes Parkinson's disease?,1.0,1.0,0.9556,1.973,0.014366,10,17352
1,D,Noise,20%,0.8,1.2,20.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,0.9556,1.8344,0.013843,10,15066
1,D,Noise,20%,0.8,1.2,20.0,10,What are symptoms of anemia?,1.0,1.0,1.0,1.6957,0.016362,10,43669
1,D,Noise,20%,0.8,1.2,20.0,10,How is hypothyroidism treated?,1.0,1.0,0.9556,1.6434,0.014176,10,52997
1,D,Noise,20%,0.8,1.2,20.0,10,What causes chronic pain?,0.9,0.9426,0.9444,1.8344,0.000725,10,34006
1,D,Noise,20%,0.8,1.2,20.0,10,Describe COPD management,1.0,1.0,0.9556,1.3592,0.023776,10,29297
1,D,Noise,20%,0.8,1.2,20.0,10,What are signs of liver disease?,1.0,1.0,1.0,2.0253,0.00176,10,31496
1,D,Noise,20%,0.8,1.2,20.0,10,How is epilepsy treated?,0.9,0.9613,1.0,1.6094,0.016104,10,14597
1,D,Noise,20%,0.8,1.2,20.0,10,What causes osteoporosis?,1.0,1.0,1.0,1.8344,0.013833,10,13909
1,D,Noise,20%,0.8,1.2,20.0,10,Describe symptoms of anxiety disorder,1.0,0.9999,0.9111,1.5048,0.014105,10,17275
1,D,Noise,20%,0.8,1.2,20.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,1.4979,0.009393,10,14955
1,D,Noise,20%,0.8,1.2,20.0,10,How is pneumonia diagnosed?,1.0,1.0,0.9556,1.7481,0.007256,10,13713
1,D,Noise,20%,0.8,1.2,20.0,10,What causes inflammatory bowel disease?,1.0,0.9999,0.9111,1.973,0.001428,10,14681
1,D,Noise,20%,0.8,1.2,20.0,10,Describe treatment for chronic kidney disease,1.0,0.9999,0.8667,1.0889,0.015866,10,14749
1,D,Noise,20%,0.8,1.2,20.0,10,What are symptoms of schizophrenia?,0.9,0.9488,0.7778,1.3592,0.010311,10,15579
1,D,Noise,20%,0.8,1.2,20.0,10,How is bipolar disorder managed?,1.0,1.0,0.9556,1.4708,0.01563,10,17910
1,D,Noise,20%,0.8,1.2,20.0,10,What causes psoriasis?,1.0,1.0,1.0,1.6094,0.015,10,14186
1,D,Noise,20%,0.8,1.2,20.0,10,Describe sepsis treatment,1.0,1.0,1.0,1.6434,0.016571,10,13068
1,D,Noise,20%,0.8,1.2,20.0,10,What are risk factors for cancer?,1.0,0.9999,0.8667,1.7481,0.000534,10,14175
1,D,Noise,20%,0.8,1.2,20.0,10,How is ALS diagnosed?,1.0,1.0,0.9111,1.6094,0.010693,10,14174
1,D,Noise,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9999,0.9111,1.8867,0.007032,10,26137
1,D,Noise,30%,0.7,1.3,30.0,10,How is hypertension treated?,1.0,1.0,1.0,1.8867,0.006093,10,25360
1,D,Noise,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,0.9998,0.9111,2.0253,0.006356,10,27038
1,D,Noise,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,0.9,0.954,0.9444,2.0253,0.012585,9,25581
1,D,Noise,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,0.9999,0.9556,2.3026,0.006769,10,25377
1,D,Noise,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,1.973,0.01344,10,24818
1,D,Noise,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,0.9,0.9429,0.7778,1.2275,0.007039,10,28797
1,D,Noise,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,0.9999,0.9556,2.0253,0.006107,10,29375
1,D,Noise,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,1.0,1.0,0.9556,2.164,0.006004,10,30113
1,D,Noise,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,0.9556,1.8344,0.007831,10,17262
1,D,Noise,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,1.0,1.0,1.8344,0.01258,10,15100
1,D,Noise,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,1.8867,0.012356,10,13086
1,D,Noise,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,1.0,1.0,1.7481,0.015775,10,11626
1,D,Noise,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,1.0,0.9556,1.5048,0.013425,10,12267
1,D,Noise,30%,0.7,1.3,30.0,10,What causes chronic pain?,1.0,1.0,0.9556,2.164,0.00067,10,10750
1,D,Noise,30%,0.7,1.3,30.0,10,Describe COPD management,1.0,1.0,1.0,1.4979,0.021495,10,11273
1,D,Noise,30%,0.7,1.3,30.0,10,What are signs of liver disease?,0.9,0.9463,1.0,2.0253,0.001421,10,10921
1,D,Noise,30%,0.7,1.3,30.0,10,How is epilepsy treated?,0.9,0.9613,1.0,1.6094,0.014963,10,11185
1,D,Noise,30%,0.7,1.3,30.0,10,What causes osteoporosis?,1.0,0.9999,0.9556,1.7481,0.01194,10,12411
1,D,Noise,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,1.0,0.9998,0.8222,1.5048,0.01288,10,10924
1,D,Noise,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,0.9,0.96,0.9444,1.4979,0.00866,10,10811
1,D,Noise,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,1.0,1.0,1.0,1.6094,0.006617,10,12154
1,D,Noise,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,1.0,1.0,0.9556,2.164,0.001235,10,11412
1,D,Noise,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,0.9556,1.3592,0.014247,10,11436
1,D,Noise,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,0.9,0.9464,0.7778,1.4708,0.008673,10,11889
1,D,Noise,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,1.0,0.9998,0.9111,1.5048,0.014862,9,12326
1,D,Noise,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,0.9111,1.6094,0.014571,9,10381
1,D,Noise,30%,0.7,1.3,30.0,10,Describe sepsis treatment,1.0,1.0,0.9556,1.6434,0.015084,10,11197
1,D,Noise,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,1.0,0.9998,0.9111,2.164,0.000501,10,11236
1,D,Noise,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,1.0,1.0,0.9556,1.6094,0.010445,10,11002
1,D,Noise,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,1.8344,0.005397,10,31878
1,D,Noise,50%,0.5,1.5,50.0,10,How is hypertension treated?,1.0,0.9999,0.9111,1.6094,0.005241,10,39377
1,D,Noise,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,1.0,0.9556,2.164,0.004498,10,30628
1,D,Noise,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,1.0,1.0,0.9556,1.973,0.009874,10,29943
1,D,Noise,50%,0.5,1.5,50.0,10,What medications treat depression?,1.0,0.9999,0.9556,2.0253,0.005542,10,29018
1,D,Noise,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,1.8344,0.011158,10,44497
1,D,Noise,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.9,0.9452,0.7778,1.2275,0.006398,10,31075
1,D,Noise,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,1.0,1.0,2.164,0.005536,10,24783
1,D,Noise,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,1.0,0.9999,0.9111,1.973,0.005228,10,15086
1,D,Noise,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,0.9556,1.7481,0.007259,10,15492
1,D,Noise,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,1.0,1.0,2.0253,0.011425,10,13697
1,D,Noise,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,0.9556,1.8344,0.010929,10,21284
1,D,Noise,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,0.9991,0.9111,1.6957,0.013237,10,15260
1,D,Noise,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,1.0,1.0,1.5048,0.010575,10,15232
1,D,Noise,50%,0.5,1.5,50.0,10,What causes chronic pain?,1.0,0.9999,0.8667,2.0253,0.000756,10,15170
1,D,Noise,50%,0.5,1.5,50.0,10,Describe COPD management,1.0,0.9998,0.9556,1.6094,0.016556,10,14352
1,D,Noise,50%,0.5,1.5,50.0,10,What are signs of liver disease?,0.9,0.9451,0.6667,1.7481,0.001202,10,15108
1,D,Noise,50%,0.5,1.5,50.0,10,How is epilepsy treated?,1.0,0.9995,0.9556,1.3592,0.01257,10,16098
1,D,Noise,50%,0.5,1.5,50.0,10,What causes osteoporosis?,1.0,0.9998,0.9111,1.8867,0.010658,10,16003
1,D,Noise,50%,0.5,1.5,50.0,10,Describe symptoms of anxiety disorder,1.0,0.9999,0.8667,1.4708,0.011086,10,24069
1,D,Noise,50%,0.5,1.5,50.0,10,What medications are used for HIV/AIDS?,0.9,0.96,0.9444,1.7481,0.007107,10,22889
1,D,Noise,50%,0.5,1.5,50.0,10,How is pneumonia diagnosed?,0.9,0.9373,0.8889,1.4708,0.005548,10,67549
1,D,Noise,50%,0.5,1.5,50.0,10,What causes inflammatory bowel disease?,1.0,0.9999,0.8667,2.0253,0.00107,10,19346
1,D,Noise,50%,0.5,1.5,50.0,10,Describe treatment for chronic kidney disease,1.0,0.9999,0.9111,1.3592,0.013,10,33606
1,D,Noise,50%,0.5,1.5,50.0,10,What are symptoms of schizophrenia?,0.9,0.9468,0.8333,1.4708,0.006868,10,19303
1,D,Noise,50%,0.5,1.5,50.0,10,How is bipolar disorder managed?,1.0,0.9998,0.8667,1.2799,0.011425,10,37434
1,D,Noise,50%,0.5,1.5,50.0,10,What causes psoriasis?,1.0,0.9998,0.9111,1.3592,0.011568,10,34655
1,D,Noise,50%,0.5,1.5,50.0,10,Describe sepsis treatment,1.0,0.9999,0.9111,1.6434,0.012995,10,21667
1,D,Noise,50%,0.5,1.5,50.0,10,What are risk factors for cancer?,0.9,0.9389,0.8889,2.0253,0.00052,10,18973
1,D,Noise,50%,0.5,1.5,50.0,10,How is ALS diagnosed?,1.0,1.0,0.9556,1.4979,0.008154,9,13851
1,D,Noise,70%,0.3,1.7,70.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9985,0.6444,1.5571,0.00311,10,23979
1,D,Noise,70%,0.3,1.7,70.0,10,How is hypertension treated?,0.8,0.9034,0.8571,2.0253,0.002981,10,26502
1,D,Noise,70%,0.3,1.7,70.0,10,What causes heart failure?,1.0,0.9996,0.8667,2.3026,0.002909,10,33309
1,D,Noise,70%,0.3,1.7,70.0,10,Describe the symptoms of lupus,1.0,1.0,0.9556,2.0253,0.006516,10,23884
1,D,Noise,70%,0.3,1.7,70.0,10,What medications treat depression?,1.0,0.9998,0.9556,1.8867,0.003119,10,24487
1,D,Noise,70%,0.3,1.7,70.0,10,How does Alzheimer's disease progress?,0.9,0.959,0.8889,2.0253,0.00688,10,21703
1,D,Noise,70%,0.3,1.7,70.0,10,What are risk factors for stroke?,0.9,0.9405,0.8333,1.7481,0.003291,10,14513
1,D,Noise,70%,0.3,1.7,70.0,10,How is asthma managed long-term?,1.0,0.9999,0.9111,1.8344,0.003091,10,20783
1,D,Noise,70%,0.3,1.7,70.0,10,What are signs of kidney disease?,0.9,0.9462,0.7778,1.6094,0.002519,10,19581
1,D,Noise,70%,0.3,1.7,70.0,10,Describe rheumatoid arthritis treatment,1.0,0.9999,0.9556,2.0253,0.003687,10,14177
1,D,Noise,70%,0.3,1.7,70.0,10,What causes Parkinson's disease?,0.9,0.9559,1.0,2.0253,0.006008,10,13951
1,D,Noise,70%,0.3,1.7,70.0,10,How is multiple sclerosis diagnosed?,0.9,0.9565,0.9444,2.0253,0.0066,10,14004
1,D,Noise,70%,0.3,1.7,70.0,10,What are symptoms of anemia?,1.0,1.0,0.9556,1.6957,0.008128,10,15771
1,D,Noise,70%,0.3,1.7,70.0,10,How is hypothyroidism treated?,0.9,0.9572,0.9444,1.6957,0.006082,10,14856
1,D,Noise,70%,0.3,1.7,70.0,10,What causes chronic pain?,0.8,0.8787,0.7857,2.3026,0.000347,10,13687
1,D,Noise,70%,0.3,1.7,70.0,10,Describe COPD management,0.9,0.9603,0.7222,1.2206,0.010951,10,13022
1,D,Noise,70%,0.3,1.7,70.0,10,What are signs of liver disease?,1.0,0.9994,0.8667,2.164,0.000523,10,14983
1,D,Noise,70%,0.3,1.7,70.0,10,How is epilepsy treated?,0.9,0.9608,0.8889,1.3592,0.006903,10,13357
1,D,Noise,70%,0.3,1.7,70.0,10,What causes osteoporosis?,1.0,0.9998,0.8667,1.6434,0.006657,10,14981
1,D,Noise,70%,0.3,1.7,70.0,10,Describe symptoms of anxiety disorder,0.9,0.9403,0.8333,1.0889,0.007375,10,14537
1,D,Noise,70%,0.3,1.7,70.0,10,What medications are used for HIV/AIDS?,1.0,0.9998,0.8222,1.7481,0.004206,10,15307
1,D,Noise,70%,0.3,1.7,70.0,10,How is pneumonia diagnosed?,1.0,0.9999,0.8667,1.6957,0.003021,10,14835
1,D,Noise,70%,0.3,1.7,70.0,10,What causes inflammatory bowel disease?,0.9,0.9464,0.8889,1.973,0.001049,10,12167
1,D,Noise,70%,0.3,1.7,70.0,10,Describe treatment for chronic kidney disease,1.0,1.0,0.9111,1.4979,0.007811,10,12746
1,D,Noise,70%,0.3,1.7,70.0,10,What are symptoms of schizophrenia?,0.9,0.9466,0.7222,1.4185,0.005073,10,14892
1,D,Noise,70%,0.3,1.7,70.0,10,How is bipolar disorder managed?,1.0,0.9998,0.8222,1.4708,0.007494,10,14115
1,D,Noise,70%,0.3,1.7,70.0,10,What causes psoriasis?,1.0,0.9999,0.8222,1.3592,0.006557,10,14146
1,D,Noise,70%,0.3,1.7,70.0,10,Describe sepsis treatment,0.9,0.9616,1.0,1.8344,0.008992,10,13612
1,D,Noise,70%,0.3,1.7,70.0,10,What are risk factors for cancer?,0.9,0.936,0.5,1.973,0.000301,10,13457
1,D,Noise,70%,0.3,1.7,70.0,10,How is ALS diagnosed?,0.9,0.9391,0.9444,1.6094,0.006122,9,12649
1,D,Combined,1%,0.99,1.01,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,2.0253,0.007919,10,10334
