trial,exp,algorithm,corpus_size,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011327,17071
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009573,17757
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014653,17302
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012907,15851
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000536,15830
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010726,15845
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005486,23202
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008066,19476
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001574,22707
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008035,16847
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005788,17431
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007838,18312
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007422,27210
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005183,18627
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004901,18256
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007668,16335
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009456,16548
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008744,16288
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004839,16481
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006396,16424
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes chronic pain?,1.0,1.0,1.973,0.00048,16184
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe COPD management,1.0,1.0,2.0253,0.020799,16999
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000718,16038
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007886,16112
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008777,16209
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012617,16699
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006187,14602
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is pneumonia diagnosed?,1.0,1.0,1.8867,0.008511,16109
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000442,15960
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008065,16255
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011328,19663
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.00957,16850
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014665,16940
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012881,16332
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000543,16270
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010718,15942
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8344,0.005401,29897
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.008183,24812
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001498,20376
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,1.973,0.007773,18947
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005498,19253
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.8344,0.007939,17632
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,0.9,0.946,1.4979,0.007251,16922
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.00504,17350
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004795,17093
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007602,16722
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009213,16264
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008627,16909
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,1.7481,0.004899,15655
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006334,16107
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes chronic pain?,0.9,0.9406,2.164,0.000473,16931
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe COPD management,0.9,0.9644,2.0253,0.021103,15481
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,1.8344,0.000705,16875
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007818,16784
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.008523,16230
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.164,0.011983,15782
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.6957,0.005918,15808
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.00833,17220
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.3026,0.000419,17696
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.007872,16056
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.4979,0.011143,16598
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.009545,16067
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014454,18316
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.164,0.012969,17750
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000481,16284
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,0.9997,1.6957,0.010509,15894
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005505,31643
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008063,23340
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001569,19427
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008025,17971
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005777,18148
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007851,16357
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007439,16192
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005191,15665
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004912,15036
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007646,16482
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009459,20931
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008741,17070
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004847,17262
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006409,17166
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,16992
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe COPD management,1.0,1.0,2.0253,0.020794,15704
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000719,16294
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007898,15877
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008767,16098
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012617,16285
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006178,15479
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008521,59405
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000444,42906
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.00808,19181
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011327,18607
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009573,18328
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014653,18884
1,I,Combined,1190,0%,1.0,1.0,0.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012907,19375
1,I,Combined,1190,0%,1.0,1.0,0.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000536,18806
1,I,Combined,1190,0%,1.0,1.0,0.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010726,18917
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6434,0.005484,31757
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008084,23881
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001573,19597
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe the symptoms of lupus,1.0,1.0,1.973,0.007997,19089
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005783,18319
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007838,17386
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007437,17877
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.0052,16619
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004924,16426
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007649,16089
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00946,16189
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008727,16290
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004841,15523
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006423,15315
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000477,16713
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe COPD management,0.9,0.9644,2.0253,0.020796,15713
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000722,16006
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007905,15440
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008775,16517
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012602,16135
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006178,15882
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008537,16274
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000449,15600
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008081,16721
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011321,15921
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.009577,16410
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014644,16220
1,I,Combined,1190,1%,0.99,1.01,1.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012909,15333
1,I,Combined,1190,1%,0.99,1.01,1.0,10,What are risk factors for cancer?,1.0,1.0,1.973,0.000542,16945
1,I,Combined,1190,1%,0.99,1.01,1.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010746,16312
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005451,31163
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.008082,24673
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,2.164,0.001558,20919
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007869,18762
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005857,17765
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007711,17231
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,0.9,0.9457,1.4979,0.007312,16984
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005266,16902
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.005035,16664
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007592,16687
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009297,16152
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008692,16288
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,1.8867,0.004634,16373
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,1.8867,0.006622,16173
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes chronic pain?,0.9,0.9406,1.973,0.000481,17197
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe COPD management,1.0,1.0,2.0253,0.020309,16845
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,2.164,0.000701,16016
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.00793,16253
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008545,16363
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.164,0.012199,15998
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,1.8867,0.006221,15835
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008624,16292
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,0.9996,2.3026,0.000468,15979
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.008016,15672
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011254,16271
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.009565,16212
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014167,18281
1,I,Combined,1190,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012759,16656
1,I,Combined,1190,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000568,15293
1,I,Combined,1190,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010099,15815
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9999,1.6434,0.004687,33319
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.007204,24414
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,0.9998,2.164,0.001169,20936
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,1.0,1.0,1.8344,0.00712,19341
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,1.0,1.6094,0.005151,19270
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,1.0,0.9999,2.0253,0.006828,19221
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,0.8,0.879,1.4979,0.00653,18302
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.004665,18188
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,1.0,0.9992,1.8344,0.004262,17395
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.8344,0.006196,16192
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,0.9994,2.0253,0.008141,16772
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.00754,16713
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,1.0,2.164,0.004214,16622
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,1.0,2.164,0.005398,16218
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes chronic pain?,0.8,0.8729,1.7481,0.000527,16605
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe COPD management,0.9,0.9644,1.8867,0.018651,15812
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are signs of liver disease?,1.0,0.9999,2.164,0.000611,15957
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is epilepsy treated?,1.0,1.0,2.164,0.007354,16015
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.007569,15819
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.011636,16723
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,0.9,0.9515,2.164,0.005625,15708
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.00725,15530
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8344,0.000336,16148
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.973,0.007075,15175
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.6094,0.009752,15957
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,1.0,0.9998,2.0253,0.008407,16064
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.012729,17234
1,I,Combined,1190,30%,0.7,1.3,30.0,10,Describe sepsis treatment,0.9,0.9547,2.0253,0.011051,14954
1,I,Combined,1190,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,1.0,0.9997,2.0253,0.000565,16853
1,I,Combined,1190,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,1.0,0.9997,1.8344,0.008957,15966
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.164,0.003888,30865
1,I,Combined,1190,50%,0.5,1.5,50.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.005472,23554
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,0.9996,2.0253,0.00125,20845
1,I,Combined,1190,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,0.9,0.9509,2.164,0.005254,23480
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What medications treat depression?,0.9,0.9478,1.8867,0.00451,18974
1,I,Combined,1190,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.8867,0.005475,17488
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.9,0.9451,1.6434,0.005039,17224
1,I,Combined,1190,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.00351,17218
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,0.9,0.9405,1.8344,0.004843,16985
1,I,Combined,1190,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.164,0.005888,16570
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00603,16129
1,I,Combined,1190,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.00661,16749
1,I,Combined,1190,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,0.9999,2.0253,0.003521,17513
1,I,Combined,1190,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.005087,15225
