trial,exp,algorithm,noise_min,noise_max,top_k,query,recall_at_k,ndcg_at_k,kendall_tau,enc_embed_us,enc_encrypt_us,enc_search_us,enc_total_us,score_entropy,score_variance,score_distinct_count
1,A,Scrambling,0.9,1.1,10,What causes chronic pain?,1.0,1.0,1.0,9411,54,2091,15117,2.164,0.001157,10
1,A,Scrambling,0.9,1.1,10,Describe COPD management,1.0,1.0,1.0,8844,130,1448,14017,1.1683,0.01493,10
1,A,Scrambling,0.9,1.1,10,What are signs of liver disease?,1.0,1.0,1.0,9301,53,1420,15072,2.164,0.005875,10
1,A,Scrambling,0.9,1.1,10,How is epilepsy treated?,1.0,1.0,1.0,8574,54,1476,13813,1.2275,0.009159,10
1,A,Scrambling,0.9,1.1,10,What causes osteoporosis?,1.0,1.0,1.0,9864,137,2770,16615,1.7481,0.011225,10
1,A,Scrambling,0.9,1.1,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,8288,53,1578,13707,1.6957,0.009914,10
1,A,Scrambling,0.9,1.1,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,10567,140,2616,17333,1.3592,0.007531,10
1,A,Scrambling,0.9,1.1,10,How is pneumonia diagnosed?,1.0,1.0,1.0,10185,145,2056,16475,1.6957,0.005147,10
1,A,Scrambling,0.9,1.1,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,8644,53,1408,14001,1.8344,0.00574,9
1,A,Scrambling,0.9,1.1,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,9773,137,1550,15221,1.5048,0.010771,10
1,A,Scrambling,0.9,1.1,10,What are symptoms of schizophrenia?,1.0,1.0,1.0,9088,53,3074,16435,1.6957,0.006151,10
1,A,Scrambling,0.9,1.1,10,How is bipolar disorder managed?,1.0,1.0,1.0,9003,54,2246,15453,1.8867,0.012468,10
1,A,Scrambling,0.9,1.1,10,What causes psoriasis?,1.0,1.0,1.0,9672,53,1411,15300,1.5048,0.01178,10
1,A,Scrambling,0.9,1.1,10,Describe sepsis treatment,1.0,1.0,1.0,8495,54,1452,13966,1.7481,0.010708,10
1,A,Scrambling,0.9,1.1,10,What are risk factors for cancer?,1.0,1.0,1.0,8433,53,1518,14460,2.0253,0.002693,10
1,A,Scrambling,0.9,1.1,10,How is ALS diagnosed?,1.0,1.0,1.0,9288,54,2430,15915,1.6094,0.005529,10
1,A,Noise,0.9,1.1,10,What are the symptoms of type 2 diabetes?,0.9,0.9512,0.9444,21751,230,3479,36581,1.8867,0.009973,10
1,A,Noise,0.9,1.1,10,How is hypertension treated?,1.0,1.0,1.0,20664,257,3009,34744,2.0253,0.008204,10
1,A,Noise,0.9,1.1,10,What causes heart failure?,1.0,1.0,0.9556,18892,228,3230,33036,2.0253,0.007815,10
1,A,Noise,0.9,1.1,10,Describe the symptoms of lupus,1.0,1.0,0.9556,19841,229,3021,33393,1.6094,0.016236,10
1,A,Noise,0.9,1.1,10,What medications treat depression?,1.0,1.0,1.0,19390,229,3038,33380,2.0253,0.007935,10
1,A,Noise,0.9,1.1,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,20181,228,4480,35470,1.6094,0.012462,10
1,A,Noise,0.9,1.1,10,What are risk factors for stroke?,1.0,1.0,1.0,21692,229,3541,35737,1.4979,0.007687,10
1,A,Noise,0.9,1.1,10,How is asthma managed long-term?,1.0,1.0,1.0,21651,229,5554,37422,1.8344,0.006181,10
1,A,Noise,0.9,1.1,10,What are signs of kidney disease?,1.0,1.0,1.0,32395,406,8939,54183,1.8344,0.006826,10
1,A,Noise,0.9,1.1,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,27931,186,4137,39313,1.8344,0.011171,10
1,A,Noise,0.9,1.1,10,What causes Parkinson's disease?,1.0,1.0,1.0,13910,329,2535,21969,1.8344,0.010374,10
1,A,Noise,0.9,1.1,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,11446,256,2232,17920,1.973,0.018021,10
1,A,Noise,0.9,1.1,10,What are symptoms of anemia?,1.0,1.0,1.0,10877,93,1914,16983,1.6094,0.014949,10
1,A,Noise,0.9,1.1,10,How is hypothyroidism treated?,1.0,1.0,1.0,10293,94,1792,16375,1.8867,0.01519,10
1,A,Noise,0.9,1.1,10,What causes chronic pain?,1.0,1.0,1.0,10038,91,1701,15651,2.0253,0.001173,10
1,A,Noise,0.9,1.1,10,Describe COPD management,1.0,1.0,1.0,10271,143,3399,18243,1.1683,0.014766,10
1,A,Noise,0.9,1.1,10,What are signs of liver disease?,1.0,1.0,1.0,9906,105,1688,15569,2.0253,0.005739,10
1,A,Noise,0.9,1.1,10,How is epilepsy treated?,1.0,1.0,1.0,10207,139,2641,17097,1.3592,0.008917,10
1,A,Noise,0.9,1.1,10,What causes osteoporosis?,1.0,1.0,0.9556,11082,137,2116,17312,1.4708,0.011094,9
1,A,Noise,0.9,1.1,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,10226,143,2178,16549,1.6957,0.009926,10
1,A,Noise,0.9,1.1,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,9750,115,2096,15945,1.3592,0.007437,10
1,A,Noise,0.9,1.1,10,How is pneumonia diagnosed?,1.0,0.9999,0.9111,9592,136,3019,16688,1.8344,0.004993,10
1,A,Noise,0.9,1.1,10,What causes inflammatory bowel disease?,1.0,1.0,0.9111,9805,93,2802,17034,1.8344,0.005632,10
1,A,Noise,0.9,1.1,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,9947,142,2572,16651,1.5048,0.010522,10
1,A,Noise,0.9,1.1,10,What are symptoms of schizophrenia?,1.0,1.0,1.0,10366,94,2051,16468,1.6434,0.006024,10
1,A,Noise,0.9,1.1,10,How is bipolar disorder managed?,1.0,1.0,1.0,10762,94,2139,17072,1.8867,0.012118,10
1,A,Noise,0.9,1.1,10,What causes psoriasis?,1.0,1.0,0.9556,9587,139,1685,15869,1.5048,0.011781,10
1,A,Noise,0.9,1.1,10,Describe sepsis treatment,0.9,0.9601,0.9444,11251,153,1720,17113,1.7481,0.010528,10
1,A,Noise,0.9,1.1,10,What are risk factors for cancer?,1.0,1.0,1.0,10575,94,1738,16864,2.0253,0.002587,10
1,A,Noise,0.9,1.1,10,How is ALS diagnosed?,1.0,1.0,1.0,9885,147,1709,15758,1.6094,0.005456,10
1,A,Combined,0.9,1.1,10,What are the symptoms of type 2 diabetes?,1.0,1.0,0.9556,21557,228,5509,37665,1.8344,0.009906,10
1,A,Combined,0.9,1.1,10,How is hypertension treated?,1.0,1.0,1.0,20927,228,3006,34448,2.0253,0.008213,10
1,A,Combined,0.9,1.1,10,What causes heart failure?,1.0,1.0,1.0,20511,230,5483,37216,1.8867,0.007545,10
1,A,Combined,0.9,1.1,10,Describe the symptoms of lupus,1.0,1.0,0.9556,26434,229,3928,40886,1.6094,0.015894,10
1,A,Combined,0.9,1.1,10,What medications treat depression?,1.0,1.0,1.0,20442,227,2980,34169,2.0253,0.007836,10
1,A,Combined,0.9,1.1,10,How does Alzheimer's disease progress?,1.0,1.0,1.0,19786,229,4128,35037,1.6094,0.012861,10
1,A,Combined,0.9,1.1,10,What are risk factors for stroke?,1.0,1.0,0.9556,22033,630,5482,39133,1.3592,0.007438,9
1,A,Combined,0.9,1.1,10,How is asthma managed long-term?,1.0,1.0,1.0,19368,260,4398,34351,1.7481,0.005997,10
1,A,Combined,0.9,1.1,10,What are signs of kidney disease?,0.9,0.9497,1.0,22273,229,5461,38819,1.8344,0.00703,10
1,A,Combined,0.9,1.1,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,20136,228,3031,33885,1.8344,0.010887,10
1,A,Combined,0.9,1.1,10,What causes Parkinson's disease?,1.0,1.0,1.0,20396,259,3137,34178,1.8344,0.010316,10
1,A,Combined,0.9,1.1,10,How is multiple sclerosis diagnosed?,1.0,1.0,0.9111,20642,227,3507,34536,1.7481,0.018042,10
1,A,Combined,0.9,1.1,10,What are symptoms of anemia?,1.0,1.0,1.0,22507,229,6476,40023,1.6094,0.015213,10
1,A,Combined,0.9,1.1,10,How is hypothyroidism treated?,1.0,1.0,1.0,26961,645,3811,40228,1.8867,0.015544,10
1,A,Combined,0.9,1.1,10,What causes chronic pain?,1.0,1.0,0.9556,15775,133,3172,24786,2.0253,0.001122,10
1,A,Combined,0.9,1.1,10,Describe COPD management,1.0,1.0,1.0,11522,106,1490,17222,1.4185,0.014506,10
1,A,Combined,0.9,1.1,10,What are signs of liver disease?,1.0,1.0,1.0,10348,256,2110,17105,2.0253,0.005809,10
1,A,Combined,0.9,1.1,10,How is epilepsy treated?,1.0,1.0,1.0,11159,257,3395,19092,1.3592,0.009069,10
1,A,Combined,0.9,1.1,10,What causes osteoporosis?,1.0,1.0,1.0,9489,96,1231,14886,1.7481,0.01127,10
1,A,Combined,0.9,1.1,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,9255,123,1234,14621,1.8867,0.009793,10
1,A,Combined,0.9,1.1,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,9886,96,1332,15523,1.3592,0.007449,10
1,A,Combined,0.9,1.1,10,How is pneumonia diagnosed?,1.0,1.0,1.0,10736,211,1239,16066,1.6957,0.005149,10
1,A,Combined,0.9,1.1,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,9116,117,1780,15235,1.6094,0.005402,10
1,A,Combined,0.9,1.1,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,9556,97,1497,15291,1.5048,0.010715,10
1,A,Combined,0.9,1.1,10,What are symptoms of schizophrenia?,0.9,0.9471,1.0,9424,96,1312,14965,1.6434,0.006109,10
1,A,Combined,0.9,1.1,10,How is bipolar disorder managed?,1.0,1.0,1.0,8558,96,1242,14643,1.8867,0.012312,10
1,A,Combined,0.9,1.1,10,What causes psoriasis?,1.0,1.0,0.9111,9047,96,1340,14349,1.5048,0.011908,10
1,A,Combined,0.9,1.1,10,Describe sepsis treatment,1.0,1.0,1.0,10183,256,1241,15653,1.7481,0.010537,10
1,A,Combined,0.9,1.1,10,What are risk factors for cancer?,1.0,1.0,1.0,9901,95,1251,15434,2.164,0.002654,10
1,A,Combined,0.9,1.1,10,How is ALS diagnosed?,1.0,1.0,1.0,9262,97,2183,15985,1.6434,0.005659,10
1,A,Rome,1.0,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,17365,14105,2387,39992,1.4708,0.010063,10
1,A,Rome,1.0,1.0,10,How is hypertension treated?,1.0,1.0,1.0,9429,8874,1533,23664,2.0253,0.008239,10
1,A,Rome,1.0,1.0,10,What causes heart failure?,1.0,1.0,1.0,9214,7107,3508,24092,2.0253,0.007888,10
1,A,Rome,1.0,1.0,10,Describe the symptoms of lupus,1.0,1.0,1.0,8371,7909,2279,22591,1.6094,0.016206,10
1,A,Rome,1.0,1.0,10,What medications treat depression?,1.0,1.0,1.0,9513,6958,1630,21921,2.0253,0.008015,10
1,A,Rome,1.0,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.0,10074,7016,1800,22928,1.6094,0.012835,10
1,A,Rome,1.0,1.0,10,What are risk factors for stroke?,1.0,1.0,1.0,8870,8195,2599,23628,1.3592,0.007561,10
1,A,Rome,1.0,1.0,10,How is asthma managed long-term?,1.0,1.0,1.0,10218,7092,1512,22932,1.8344,0.006175,10
1,A,Rome,1.0,1.0,10,What are signs of kidney disease?,1.0,1.0,1.0,8709,7387,2743,22396,1.8344,0.006977,10
1,A,Rome,1.0,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,8970,7722,2343,23033,1.8344,0.011109,10
1,A,Rome,1.0,1.0,10,What causes Parkinson's disease?,1.0,1.0,1.0,9832,7272,2987,24216,1.8344,0.010504,10
1,A,Rome,1.0,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,9021,8092,1466,22448,1.7481,0.018415,10
1,A,Rome,1.0,1.0,10,What are symptoms of anemia?,1.0,1.0,1.0,10330,7731,1928,24039,1.6094,0.015431,10
1,A,Rome,1.0,1.0,10,How is hypothyroidism treated?,1.0,1.0,1.0,8362,9418,1617,23323,1.8867,0.015584,10
1,A,Rome,1.0,1.0,10,What causes chronic pain?,1.0,1.0,1.0,8587,9698,2182,24625,2.164,0.001157,10
1,A,Rome,1.0,1.0,10,Describe COPD management,1.0,1.0,1.0,9070,9565,2083,24859,1.1683,0.01493,10
1,A,Rome,1.0,1.0,10,What are signs of liver disease?,1.0,1.0,1.0,9275,8167,1580,22877,2.164,0.005875,10
1,A,Rome,1.0,1.0,10,How is epilepsy treated?,1.0,1.0,1.0,9909,7597,2204,23713,1.2275,0.009159,10
1,A,Rome,1.0,1.0,10,What causes osteoporosis?,1.0,1.0,1.0,8358,7351,2853,22545,1.7481,0.011225,10
1,A,Rome,1.0,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,10304,7798,3490,25794,1.6957,0.009914,10
1,A,Rome,1.0,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,8358,10086,1475,23744,1.3592,0.007531,10
1,A,Rome,1.0,1.0,10,How is pneumonia diagnosed?,1.0,1.0,1.0,10700,8053,1665,24622,1.6957,0.005147,10
1,A,Rome,1.0,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,8599,7850,2558,22754,1.8344,0.00574,9
1,A,Rome,1.0,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,9342,7353,1793,22599,1.5048,0.010771,10
1,A,Rome,1.0,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.0,10021,11172,2269,27456,1.6957,0.006151,10
1,A,Rome,1.0,1.0,10,How is bipolar disorder managed?,1.0,1.0,1.0,10360,7388,1541,23385,1.8867,0.012468,10
1,A,Rome,1.0,1.0,10,What causes psoriasis?,1.0,1.0,1.0,8710,7841,2029,22291,1.5048,0.01178,10
1,A,Rome,1.0,1.0,10,Describe sepsis treatment,1.0,1.0,1.0,8858,8463,1779,22901,1.7481,0.010708,10
1,A,Rome,1.0,1.0,10,What are risk factors for cancer?,1.0,1.0,1.0,9893,7503,1636,23559,2.0253,0.002693,10
1,A,Rome,1.0,1.0,10,How is ALS diagnosed?,1.0,1.0,1.0,8574,9325,4659,26755,1.6094,0.005529,10
1,A,RomeCombined,0.9,1.1,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,20126,11861,3421,40071,1.8344,0.009569,10
1,A,RomeCombined,0.9,1.1,10,How is hypertension treated?,1.0,1.0,1.0,9984,7276,1497,23382,2.0253,0.00813,10
1,A,RomeCombined,0.9,1.1,10,What causes heart failure?,1.0,1.0,1.0,10183,10610,2592,27388,2.0253,0.007694,10
1,A,RomeCombined,0.9,1.1,10,Describe the symptoms of lupus,1.0,1.0,1.0,8749,7183,1562,21133,1.6094,0.015969,10
1,A,RomeCombined,0.9,1.1,10,What medications treat depression?,1.0,1.0,1.0,9098,7025,2149,22053,2.0253,0.00775,10
1,A,RomeCombined,0.9,1.1,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,8957,9258,1487,23588,1.6094,0.012801,10
1,A,RomeCombined,0.9,1.1,10,What are risk factors for stroke?,1.0,1.0,0.9556,9376,7267,1582,22291,1.3592,0.007487,10
1,A,RomeCombined,0.9,1.1,10,How is asthma managed long-term?,1.0,1.0,1.0,8762,8375,1673,22918,1.8344,0.006077,10
1,A,RomeCombined,0.9,1.1,10,What are signs of kidney disease?,1.0,1.0,1.0,8244,7219,1459,20820,1.8344,0.006872,10
1,A,RomeCombined,0.9,1.1,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,9087,7739,1468,22363,1.8344,0.01094,10
1,A,RomeCombined,0.9,1.1,10,What causes Parkinson's disease?,1.0,1.0,1.0,9359,7020,2567,22860,1.8344,0.010484,10
1,A,RomeCombined,0.9,1.1,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,9697,7691,1785,22877,1.973,0.018133,10
1,A,RomeCombined,0.9,1.1,10,What are symptoms of anemia?,1.0,1.0,0.9556,9392,7444,2067,22949,1.6094,0.015313,10
1,A,RomeCombined,0.9,1.1,10,How is hypothyroidism treated?,1.0,1.0,1.0,10270,7732,1526,23518,1.8867,0.015147,10
1,A,RomeCombined,0.9,1.1,10,What causes chronic pain?,1.0,1.0,0.9556,9845,10632,2131,26874,2.164,0.001126,10
1,A,RomeCombined,0.9,1.1,10,Describe COPD management,1.0,1.0,1.0,11214,7312,1528,23782,1.1683,0.014889,10
1,A,RomeCombined,0.9,1.1,10,What are signs of liver disease?,1.0,1.0,1.0,8880,7643,1528,21779,2.164,0.005879,10
1,A,RomeCombined,0.9,1.1,10,How is epilepsy treated?,1.0,1.0,1.0,9762,7407,2098,23560,1.2275,0.009102,10
1,A,RomeCombined,0.9,1.1,10,What causes osteoporosis?,1.0,1.0,0.9556,8516,9015,1735,23347,1.6094,0.01122,10
1,A,RomeCombined,0.9,1.1,10,Describe symptoms of anxiety disorder,1.0,1.0,0.9556,9509,7631,2666,24133,1.6957,0.009918,10
1,A,RomeCombined,0.9,1.1,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,8498,7575,2784,22882,1.3592,0.007379,10
1,A,RomeCombined,0.9,1.1,10,How is pneumonia diagnosed?,1.0,1.0,1.0,8979,7515,1679,22166,1.5571,0.005109,10
1,A,RomeCombined,0.9,1.1,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,10140,8012,2600,24564,1.6094,0.005807,10
1,A,RomeCombined,0.9,1.1,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,8370,9042,2623,24155,1.5048,0.010659,10
1,A,RomeCombined,0.9,1.1,10,What are symptoms of schizophrenia?,0.9,0.9471,1.0,9722,7063,2336,23311,1.4708,0.005974,10
1,A,RomeCombined,0.9,1.1,10,How is bipolar disorder managed?,1.0,1.0,1.0,9381,7701,1628,22903,1.8867,0.012376,10
1,A,RomeCombined,0.9,1.1,10,What causes psoriasis?,1.0,1.0,0.9556,10086,9539,2622,26351,1.5048,0.011471,10
1,A,RomeCombined,0.9,1.1,10,Describe sepsis treatment,1.0,1.0,1.0,8444,8848,1591,22610,1.7481,0.010831,10
1,A,RomeCombined,0.9,1.1,10,What are risk factors for cancer?,1.0,1.0,1.0,8689,7340,1543,21447,2.164,0.00253,10
1,A,RomeCombined,0.9,1.1,10,How is ALS diagnosed?,1.0,1.0,1.0,9253,8720,2646,24509,1.6957,0.005613,10
1,A,Ckks,1.0,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.0,21399,9,114141175,114166793,1.4708,0.010063,10
1,A,Ckks,1.0,1.0,10,How is hypertension treated?,1.0,1.0,1.0,8413,5,123481740,123494513,2.0253,0.008239,10
1,A,Ckks,1.0,1.0,10,What causes heart failure?,1.0,1.0,1.0,8680,5,116188286,116201149,2.0253,0.007888,10
1,A,Ckks,1.0,1.0,10,Describe the symptoms of lupus,1.0,1.0,1.0,9281,5,119194033,119207348,1.6094,0.016206,10
1,A,Ckks,1.0,1.0,10,What medications treat depression?,1.0,1.0,1.0,8246,4,112024711,112036971,2.0253,0.008015,10
1,A,Ckks,1.0,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.0,9320,4,109382892,109396332,1.6094,0.012835,10
1,A,Ckks,1.0,1.0,10,What are risk factors for stroke?,1.0,1.0,1.0,8702,4,111664646,111677662,1.3592,0.007561,10
1,A,Ckks,1.0,1.0,10,How is asthma managed long-term?,1.0,1.0,1.0,8368,4,107078465,107091221,1.8344,0.006175,10
1,A,Ckks,1.0,1.0,10,What are signs of kidney disease?,1.0,1.0,1.0,8498,4,106470140,106482707,1.8344,0.006977,10
1,A,Ckks,1.0,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,8388,4,106362062,106374812,1.8344,0.011109,10
1,A,Ckks,1.0,1.0,10,What causes Parkinson's disease?,1.0,1.0,1.0,8388,4,106305151,106317427,1.8344,0.010504,10
1,A,Ckks,1.0,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,8274,4,106212445,106224904,1.7481,0.018415,10
1,A,Ckks,1.0,1.0,10,What are symptoms of anemia?,1.0,1.0,1.0,8687,4,106298165,106311211,1.6094,0.015431,10
1,A,Ckks,1.0,1.0,10,How is hypothyroidism treated?,1.0,1.0,1.0,8372,4,106238503,106251314,1.8867,0.015584,10
1,A,Ckks,1.0,1.0,10,What causes chronic pain?,1.0,1.0,1.0,9050,4,106081231,106094563,2.164,0.001157,10
1,A,Ckks,1.0,1.0,10,Describe COPD management,1.0,1.0,1.0,8481,4,106324170,106337234,1.1683,0.01493,10
1,A,Ckks,1.0,1.0,10,What are signs of liver disease?,1.0,1.0,1.0,8401,4,106315918,106328887,2.164,0.005875,10
1,A,Ckks,1.0,1.0,10,How is epilepsy treated?,1.0,1.0,1.0,8420,4,106211666,106224263,1.2275,0.009159,10
1,A,Ckks,1.0,1.0,10,What causes osteoporosis?,1.0,1.0,1.0,8789,4,106204420,106217474,1.7481,0.011225,10
1,A,Ckks,1.0,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,8431,4,110691655,110704073,1.6957,0.009914,10
1,A,Ckks,1.0,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,8366,4,112937383,112950161,1.3592,0.007531,10
1,A,Ckks,1.0,1.0,10,How is pneumonia diagnosed?,1.0,1.0,1.0,10061,5,112642950,112657149,1.6957,0.005147,10
1,A,Ckks,1.0,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.0,9466,4,112599923,112614152,1.8344,0.00574,9
1,A,Ckks,1.0,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.0,8683,4,115625251,115637599,1.5048,0.010771,10
1,A,Ckks,1.0,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.0,8357,6,108644989,108657322,1.6957,0.006151,10
1,A,Ckks,1.0,1.0,10,How is bipolar disorder managed?,1.0,1.0,1.0,8251,4,110231556,110243711,1.8867,0.012468,10
1,A,Ckks,1.0,1.0,10,What causes psoriasis?,1.0,1.0,1.0,9185,5,110648843,110662373,1.5048,0.01178,10
1,A,Ckks,1.0,1.0,10,Describe sepsis treatment,1.0,1.0,1.0,8423,5,108884198,108896657,1.7481,0.010708,10
1,A,Ckks,1.0,1.0,10,What are risk factors for cancer?,1.0,1.0,1.0,8492,5,107567191,107579576,2.0253,0.002693,10
1,A,Ckks,1.0,1.0,10,How is ALS diagnosed?,1.0,1.0,1.0,8568,4,107565560,107578280,1.6094,0.005529,10
1,A,CkksCombined,0.9,1.1,10,What are the symptoms of type 2 diabetes?,1.0,1.0,0.9556,11407,66,107682114,107697338,1.6094,0.009364,10
1,A,CkksCombined,0.9,1.1,10,How is hypertension treated?,1.0,1.0,1.0,8198,44,107787471,107799975,2.0253,0.008042,10
1,A,CkksCombined,0.9,1.1,10,What causes heart failure?,1.0,1.0,1.0,8195,43,110006625,110019004,2.0253,0.007913,10
1,A,CkksCombined,0.9,1.1,10,Describe the symptoms of lupus,1.0,1.0,1.0,8269,44,107505566,107517363,1.6094,0.01596,10
1,A,CkksCombined,0.9,1.1,10,What medications treat depression?,1.0,1.0,1.0,8273,42,107768626,107780898,2.0253,0.007987,10
1,A,CkksCombined,0.9,1.1,10,How does Alzheimer's disease progress?,1.0,1.0,0.9556,8306,46,107663661,107676197,1.4708,0.012818,10
1,A,CkksCombined,0.9,1.1,10,What are risk factors for stroke?,1.0,1.0,0.9556,8676,56,107917383,107930331,1.3592,0.007418,10
1,A,CkksCombined,0.9,1.1,10,How is asthma managed long-term?,1.0,1.0,1.0,8876,95,107638241,107651287,1.8344,0.006186,10
1,A,CkksCombined,0.9,1.1,10,What are signs of kidney disease?,1.0,1.0,1.0,8513,43,107715482,107728349,2.0253,0.00694,10
1,A,CkksCombined,0.9,1.1,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.0,8475,42,107769373,107782005,1.8344,0.010913,10
1,A,CkksCombined,0.9,1.1,10,What causes Parkinson's disease?,1.0,1.0,1.0,8301,44,107699496,107712452,1.8344,0.010258,10
1,A,CkksCombined,0.9,1.1,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.0,8572,43,107583098,107595782,1.973,0.017908,10
1,A,CkksCombined,0.9,1.1,10,What are symptoms of anemia?,1.0,1.0,0.9556,8110,43,107540718,107552851,1.4185,0.015032,10
1,A,CkksCombined,0.9,1.1,10,How is hypothyroidism treated?,1.0,1.0,1.0,8748,44,107294886,107307878,1.8867,0.015761,10
1,A,CkksCombined,0.9,1.1,10,What causes chronic pain?,1.0,1.0,1.0,8266,43,107409556,107421995,2.164,0.001198,10
1,A,CkksCombined,0.9,1.1,10,Describe COPD management,1.0,1.0,1.0,8138,44,107534692,107547072,1.1683,0.014972,10
1,A,CkksCombined,0.9,1.1,10,What are signs of liver disease?,1.0,1.0,1.0,8488,43,107553307,107565606,2.164,0.005908,10
1,A,CkksCombined,0.9,1.1,10,How is epilepsy treated?,1.0,1.0,1.0,10646,66,107882274,107897228,1.2275,0.008992,10
1,A,CkksCombined,0.9,1.1,10,What causes osteoporosis?,1.0,1.0,1.0,9353,45,107347284,107360795,1.4708,0.011107,10
1,A,CkksCombined,0.9,1.1,10,Describe symptoms of anxiety disorder,1.0,1.0,1.0,8470,44,107233242,107245974,1.8344,0.009741,10
1,A,CkksCombined,0.9,1.1,10,What medications are used for HIV/AIDS?,1.0,1.0,1.0,8421,45,107644350,107656741,1.3592,0.007435,10
1,A,CkksCombined,0.9,1.1,10,How is pneumonia diagnosed?,1.0,1.0,0.9556,8190,43,107719978,107732249,1.5571,0.005124,10
1,A,CkksCombined,0.9,1.1,10,What causes inflammatory bowel disease?,1.0,1.0,0.9556,8422,44,107757276,107769862,1.8344,0.005568,10
