trial,exp,algorithm,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
1,G,Combined,5%,0.95,1.05,5.0,10,What are risk factors for stroke?,0.9,0.946,1.4979,0.007419,17717
1,G,Combined,5%,0.95,1.05,5.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.00513,18727
1,G,Combined,5%,0.95,1.05,5.0,10,What are signs of kidney disease?,1.0,1.0,1.8344,0.004863,16634
1,G,Combined,5%,0.95,1.05,5.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007584,16050
1,G,Combined,5%,0.95,1.05,5.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00933,15798
1,G,Combined,5%,0.95,1.05,5.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008606,15941
1,G,Combined,5%,0.95,1.05,5.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004874,17318
1,G,Combined,5%,0.95,1.05,5.0,10,How is hypothyroidism treated?,1.0,1.0,1.6957,0.006377,15762
1,G,Combined,5%,0.95,1.05,5.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000463,15279
1,G,Combined,5%,0.95,1.05,5.0,10,Describe COPD management,1.0,1.0,2.0253,0.020762,15537
1,G,Combined,5%,0.95,1.05,5.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000702,15484
1,G,Combined,5%,0.95,1.05,5.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.008016,15407
1,G,Combined,5%,0.95,1.05,5.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.008799,15317
1,G,Combined,5%,0.95,1.05,5.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.012659,15361
1,G,Combined,5%,0.95,1.05,5.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006162,15639
1,G,Combined,5%,0.95,1.05,5.0,10,How is pneumonia diagnosed?,1.0,1.0,1.973,0.008455,16472
1,G,Combined,5%,0.95,1.05,5.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000426,17645
1,G,Combined,5%,0.95,1.05,5.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008024,15801
1,G,Combined,5%,0.95,1.05,5.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011222,15388
1,G,Combined,5%,0.95,1.05,5.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.00955,15429
1,G,Combined,5%,0.95,1.05,5.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014521,15324
1,G,Combined,5%,0.95,1.05,5.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012873,15311
1,G,Combined,5%,0.95,1.05,5.0,10,What are risk factors for cancer?,1.0,1.0,1.8867,0.000521,15666
1,G,Combined,5%,0.95,1.05,5.0,10,How is ALS diagnosed?,1.0,1.0,1.6957,0.010647,14989
1,G,Combined,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005501,22410
1,G,Combined,10%,0.9,1.1,10.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007954,19338
1,G,Combined,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,2.164,0.001603,17868
1,G,Combined,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007985,18157
1,G,Combined,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.7481,0.005521,16258
1,G,Combined,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.00815,16517
1,G,Combined,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,0.9,0.946,1.4979,0.007234,15824
1,G,Combined,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.005158,15740
1,G,Combined,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.8344,0.005085,15601
1,G,Combined,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007409,16520
1,G,Combined,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,0.9994,2.0253,0.00942,15909
1,G,Combined,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008679,15158
1,G,Combined,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,1.7481,0.004799,15881
1,G,Combined,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006197,15747
1,G,Combined,10%,0.9,1.1,10.0,10,What causes chronic pain?,0.9,0.9406,1.8344,0.000495,16486
1,G,Combined,10%,0.9,1.1,10.0,10,Describe COPD management,0.9,0.9644,2.0253,0.02054,16443
1,G,Combined,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000711,18018
1,G,Combined,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007694,18185
1,G,Combined,10%,0.9,1.1,10.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008759,17268
1,G,Combined,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012468,15854
1,G,Combined,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.164,0.006103,14596
1,G,Combined,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008625,15556
1,G,Combined,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.0253,0.000437,14979
1,G,Combined,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.973,0.008137,15282
1,G,Combined,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011201,15381
1,G,Combined,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.009124,14367
1,G,Combined,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014075,16152
1,G,Combined,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012548,15736
1,G,Combined,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,0.9999,1.8867,0.000538,15921
1,G,Combined,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010634,15996
1,G,Combined,20%,0.8,1.2,20.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6957,0.004905,26601
1,G,Combined,20%,0.8,1.2,20.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.007443,17304
1,G,Combined,20%,0.8,1.2,20.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001477,17128
1,G,Combined,20%,0.8,1.2,20.0,10,Describe the symptoms of lupus,0.9,0.951,2.164,0.007537,17138
1,G,Combined,20%,0.8,1.2,20.0,10,What medications treat depression?,1.0,1.0,1.6094,0.005203,17731
1,G,Combined,20%,0.8,1.2,20.0,10,How does Alzheimer's disease progress?,0.9,0.954,1.8867,0.007058,18635
1,G,Combined,20%,0.8,1.2,20.0,10,What are risk factors for stroke?,0.9,0.946,1.2275,0.007103,18549
1,G,Combined,20%,0.8,1.2,20.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005113,16767
1,G,Combined,20%,0.8,1.2,20.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004189,17503
1,G,Combined,20%,0.8,1.2,20.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007441,16200
1,G,Combined,20%,0.8,1.2,20.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009414,16632
1,G,Combined,20%,0.8,1.2,20.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008212,16151
1,G,Combined,20%,0.8,1.2,20.0,10,What are symptoms of anemia?,1.0,0.9999,2.164,0.004592,16705
1,G,Combined,20%,0.8,1.2,20.0,10,How is hypothyroidism treated?,1.0,1.0,1.6957,0.005944,15632
1,G,Combined,20%,0.8,1.2,20.0,10,What causes chronic pain?,1.0,1.0,1.8344,0.000486,16601
1,G,Combined,20%,0.8,1.2,20.0,10,Describe COPD management,0.9,0.9644,2.0253,0.019726,16558
1,G,Combined,20%,0.8,1.2,20.0,10,What are signs of liver disease?,1.0,0.9996,2.0253,0.000646,16547
1,G,Combined,20%,0.8,1.2,20.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007486,18153
1,G,Combined,20%,0.8,1.2,20.0,10,What causes osteoporosis?,0.9,0.9557,2.164,0.008396,17308
1,G,Combined,20%,0.8,1.2,20.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.012229,16320
1,G,Combined,20%,0.8,1.2,20.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.164,0.005744,17424
1,G,Combined,20%,0.8,1.2,20.0,10,How is pneumonia diagnosed?,0.9,0.9501,2.0253,0.008083,19107
1,G,Combined,20%,0.8,1.2,20.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8867,0.000422,17609
1,G,Combined,20%,0.8,1.2,20.0,10,Describe treatment for chronic kidney disease,1.0,0.9999,1.6957,0.007825,18007
1,G,Combined,20%,0.8,1.2,20.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.010688,18311
1,G,Combined,20%,0.8,1.2,20.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.008613,16927
1,G,Combined,20%,0.8,1.2,20.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014027,17967
1,G,Combined,20%,0.8,1.2,20.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012224,16983
1,G,Combined,20%,0.8,1.2,20.0,10,What are risk factors for cancer?,1.0,0.9999,1.8867,0.000479,16562
1,G,Combined,20%,0.8,1.2,20.0,10,How is ALS diagnosed?,0.9,0.9561,2.0253,0.009599,16020
1,G,Combined,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6434,0.005074,26778
1,G,Combined,30%,0.7,1.3,30.0,10,How is hypertension treated?,1.0,1.0,2.0253,0.006923,19021
1,G,Combined,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,0.9999,1.8867,0.001315,16299
1,G,Combined,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,1.0,0.9999,2.164,0.007162,18472
1,G,Combined,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,0.9999,1.6094,0.005015,17170
1,G,Combined,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,1.0,0.9996,1.6957,0.006782,17732
1,G,Combined,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,1.0,0.9999,1.4979,0.006775,17288
1,G,Combined,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,0.9999,2.164,0.004539,18805
1,G,Combined,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,0.9,0.944,1.973,0.004022,17735
1,G,Combined,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,0.9,0.9515,2.0253,0.006935,16809
1,G,Combined,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.008635,16338
1,G,Combined,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,2.0253,0.007477,16720
1,G,Combined,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,1.0,1.8867,0.00502,17079
1,G,Combined,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,1.0,1.8344,0.005678,17151
1,G,Combined,30%,0.7,1.3,30.0,10,What causes chronic pain?,0.9,0.9401,1.8867,0.000332,16681
1,G,Combined,30%,0.7,1.3,30.0,10,Describe COPD management,0.9,0.9631,1.8867,0.017707,16060
1,G,Combined,30%,0.7,1.3,30.0,10,What are signs of liver disease?,1.0,0.9999,2.0253,0.000598,16292
1,G,Combined,30%,0.7,1.3,30.0,10,How is epilepsy treated?,0.9,0.9513,1.8867,0.006862,17626
1,G,Combined,30%,0.7,1.3,30.0,10,What causes osteoporosis?,0.9,0.9557,2.3026,0.007829,16683
1,G,Combined,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.011706,20155
1,G,Combined,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,1.8344,0.005725,19558
1,G,Combined,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,1.0,1.0,2.164,0.007428,18451
1,G,Combined,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,1.0,0.9997,2.164,0.000375,18281
1,G,Combined,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.007411,17197
1,G,Combined,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,1.0,0.9999,1.7481,0.010122,16730
1,G,Combined,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,0.9,0.9552,2.0253,0.00885,17079
1,G,Combined,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,1.973,0.013532,16818
1,G,Combined,30%,0.7,1.3,30.0,10,Describe sepsis treatment,1.0,1.0,2.164,0.011243,16987
1,G,Combined,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,1.0,0.9999,1.973,0.000548,16456
1,G,Combined,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,1.0,0.9998,2.0253,0.009652,15457
1,G,Combined,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9997,2.0253,0.003582,24510
1,G,Combined,50%,0.5,1.5,50.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.005393,17090
1,G,Combined,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,0.9983,2.3026,0.001194,17931
1,G,Combined,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,1.0,0.9995,2.164,0.005254,15415
1,G,Combined,50%,0.5,1.5,50.0,10,What medications treat depression?,1.0,0.9995,1.8344,0.004216,14831
1,G,Combined,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,0.9,0.9538,2.0253,0.006289,18067
1,G,Combined,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.9,0.9434,1.3592,0.004994,17354
1,G,Combined,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.003086,16075
1,G,Combined,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,1.0,0.9999,1.8344,0.003582,15700
1,G,Combined,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.004788,15820
1,G,Combined,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,1.0,2.164,0.00718,15572
1,G,Combined,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,0.9998,1.8344,0.005974,15344
1,G,Combined,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,0.9991,1.8867,0.003095,15731
1,G,Combined,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,0.9997,2.0253,0.004748,16946
1,G,Combined,50%,0.5,1.5,50.0,10,What causes chronic pain?,0.8,0.866,1.8344,0.000461,16227
1,G,Combined,50%,0.5,1.5,50.0,10,Describe COPD management,1.0,1.0,2.0253,0.013884,16891
1,G,Combined,50%,0.5,1.5,50.0,10,What are signs of liver disease?,1.0,0.9993,1.6957,0.000448,15832
1,G,Combined,50%,0.5,1.5,50.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.00518,15717
1,G,Combined,50%,0.5,1.5,50.0,10,What causes osteoporosis?,0.9,0.9557,2.3026,0.006535,19803
1,G,Combined,50%,0.5,1.5,50.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.164,0.007284,16270
1,G,Combined,50%,0.5,1.5,50.0,10,What medications are used for HIV/AIDS?,1.0,0.9999,2.0253,0.004364,14897
1,G,Combined,50%,0.5,1.5,50.0,10,How is pneumonia diagnosed?,1.0,1.0,2.164,0.005671,15739
1,G,Combined,50%,0.5,1.5,50.0,10,What causes inflammatory bowel disease?,1.0,0.999,1.8344,0.000221,15726
1,G,Combined,50%,0.5,1.5,50.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.973,0.005833,16371
1,G,Combined,50%,0.5,1.5,50.0,10,What are symptoms of schizophrenia?,1.0,0.9999,1.3592,0.007982,15654
1,G,Combined,50%,0.5,1.5,50.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.006925,15025
1,G,Combined,50%,0.5,1.5,50.0,10,What causes psoriasis?,1.0,0.9978,1.8867,0.01089,15461
1,G,Combined,50%,0.5,1.5,50.0,10,Describe sepsis treatment,1.0,1.0,2.164,0.008242,15473
1,G,Combined,50%,0.5,1.5,50.0,10,What are risk factors for cancer?,1.0,0.999,2.0253,0.000417,15155
1,G,Combined,50%,0.5,1.5,50.0,10,How is ALS diagnosed?,0.8,0.9101,1.8867,0.008207,15114
1,G,Combined,70%,0.3,1.7,70.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8867,0.002807,22650
1,G,Combined,70%,0.3,1.7,70.0,10,How is hypertension treated?,0.9,0.9513,2.3026,0.00389,16504
1,G,Combined,70%,0.3,1.7,70.0,10,What causes heart failure?,1.0,0.9997,1.6957,0.00084,15912
1,G,Combined,70%,0.3,1.7,70.0,10,Describe the symptoms of lupus,1.0,0.9995,2.164,0.00395,16629
1,G,Combined,70%,0.3,1.7,70.0,10,What medications treat depression?,0.9,0.9474,1.973,0.002719,16050
1,G,Combined,70%,0.3,1.7,70.0,10,How does Alzheimer's disease progress?,0.9,0.9539,2.0253,0.004275,15137
1,G,Combined,70%,0.3,1.7,70.0,10,What are risk factors for stroke?,0.8,0.8887,1.2206,0.002755,15892
1,G,Combined,70%,0.3,1.7,70.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.00231,16625
1,G,Combined,70%,0.3,1.7,70.0,10,What are signs of kidney disease?,0.9,0.9439,2.0253,0.002192,16490
1,G,Combined,70%,0.3,1.7,70.0,10,Describe rheumatoid arthritis treatment,1.0,0.9994,2.0253,0.003622,15701
1,G,Combined,70%,0.3,1.7,70.0,10,What causes Parkinson's disease?,1.0,0.9996,2.164,0.003969,16728
1,G,Combined,70%,0.3,1.7,70.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.00453,16444
1,G,Combined,70%,0.3,1.7,70.0,10,What are symptoms of anemia?,1.0,0.9988,1.8867,0.002392,16736
1,G,Combined,70%,0.3,1.7,70.0,10,How is hypothyroidism treated?,1.0,0.9997,1.8867,0.003209,16236
1,G,Combined,70%,0.3,1.7,70.0,10,What causes chronic pain?,0.9,0.935,2.0253,0.000155,16434
1,G,Combined,70%,0.3,1.7,70.0,10,Describe COPD management,0.9,0.9644,2.0253,0.009359,15620
1,G,Combined,70%,0.3,1.7,70.0,10,What are signs of liver disease?,1.0,0.9989,1.6434,0.000211,16745
1,G,Combined,70%,0.3,1.7,70.0,10,How is epilepsy treated?,0.9,0.9492,2.164,0.004166,15715
1,G,Combined,70%,0.3,1.7,70.0,10,What causes osteoporosis?,0.9,0.9556,2.164,0.003934,16280
1,G,Combined,70%,0.3,1.7,70.0,10,Describe symptoms of anxiety disorder,0.9,0.9517,1.8867,0.005521,16494
1,G,Combined,70%,0.3,1.7,70.0,10,What medications are used for HIV/AIDS?,0.9,0.9518,2.0253,0.002854,15350
1,G,Combined,70%,0.3,1.7,70.0,10,How is pneumonia diagnosed?,1.0,0.9998,1.973,0.003687,16894
1,G,Combined,70%,0.3,1.7,70.0,10,What causes inflammatory bowel disease?,0.8,0.874,2.0253,0.000373,17490
1,G,Combined,70%,0.3,1.7,70.0,10,Describe treatment for chronic kidney disease,1.0,0.9999,2.164,0.004205,16644
1,G,Combined,70%,0.3,1.7,70.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.6957,0.005801,16248
